play_id,content_id,contract_id,timestamp,country,plays,user_type,device
P030559,Song_259,C0559,2024-01-21T11:50:26,FR,15,student,web
P030560,Song_260,C0560,2024-01-01T04:21:34,DE,4,student,tablet
P030561,Song_261,C0561,2024-03-16T02:30:51,DE,7,family,mobile
P030562,Song_262,C0562,2024-08-15T18:30:14,AU,9,family,web
P030563,Song_263,C0563,2024-09-28T14:52:51,CA,7,family,desktop
P030564,Song_264,C0564,2024-03-10T14:27:07,UK,1,student,tablet
P030565,Song_265,C0565,2024-05-18T01:32:35,DE,3,free,tablet
P030566,Song_266,C0566,2024-08-07T19:39:20,JP,14,free,tv
P030567,Song_267,C0567,2024-08-20T19:12:00,UK,1,family,desktop
P030568,Song_268,C0568,2024-02-15T05:31:26,IN,3,student,tablet
P030569,Song_269,C0569,2024-05-26T18:57:06,CA,12,premium,mobile
P030570,Song_270,C0570,2024-05-09T17:40:31,DE,3,premium,web
P030571,Song_271,C0571,2024-07-10T19:56:41,IN,7,family,desktop
P030572,Song_272,C0572,2024-07-16T00:22:31,CA,3,free,desktop
P030573,Song_273,C0573,2024-03-29T12:15:47,DE,15,free,tablet
P030574,Song_274,C0574,2024-04-13T22:16:37,IN,10,student,mobile
P030575,Song_275,C0575,2024-02-20T03:20:27,DE,8,free,mobile
P030576,Song_276,C0576,2024-02-25T01:40:52,UK,3,student,web
P030577,Song_277,C0577,2024-01-18T18:39:24,AU,14,free,web
P030578,Song_278,C0578,2024-01-13T04:48:00,IN,14,family,web
P030579,Song_279,C0579,2024-06-27T13:24:40,BR,11,free,tablet
P030580,Song_280,C0580,2024-05-28T18:29:59,JP,6,premium,tv
P030581,Song_281,C0581,2024-06-01T21:06:07,DE,7,family,tablet
P030582,Song_282,C0582,2024-07-09T14:59:27,DE,7,free,web
P030583,Song_283,C0583,2024-08-20T13:09:56,IN,3,premium,tablet
P030584,Song_284,C0584,2024-09-28T05:39:34,IN,2,family,tv
P030585,Song_285,C0585,2024-05-17T08:10:18,IN,4,family,desktop
P030586,Song_286,C0586,2024-03-10T21:33:36,CA,4,free,tablet
P030587,Song_287,C0587,2024-08-07T17:11:34,JP,11,premium,tv
P030588,Song_288,C0588,2024-07-07T01:14:52,JP,4,free,tv
P030589,Song_289,C0589,2024-04-18T13:37:41,US,14,student,tv
P030590,Song_290,C0590,2024-02-24T08:59:00,FR,2,free,mobile
P030591,Song_291,C0591,2024-09-26T05:51:59,IN,11,student,mobile
P030592,Song_292,C0592,2024-02-27T01:09:24,CA,15,student,desktop
P030593,Song_293,C0593,2024-04-03T06:04:15,CA,1,free,desktop
P030594,Song_294,C0594,2024-02-19T00:44:26,JP,12,premium,mobile
P030595,Song_295,C0595,2024-09-06T13:54:55,IN,11,free,tv
P030596,Song_296,C0596,2024-03-27T20:50:09,US,12,premium,web
P030597,Song_297,C0597,2024-05-19T15:51:00,US,14,student,tv
P030598,Song_298,C0598,2024-09-02T06:43:31,JP,8,premium,desktop
P030599,Song_299,C0599,2024-03-16T06:20:14,US,4,premium,tablet
P030600,Song_300,C0600,2024-04-13T09:13:34,JP,5,family,tv
P030601,Song_301,C0601,2024-02-26T14:25:00,US,12,free,tv
P030602,Song_302,C0602,2024-01-11T07:44:16,BR,8,premium,web
P030603,Song_303,C0603,2024-09-21T02:00:02,UK,7,premium,mobile
P030604,Song_304,C0604,2024-02-03T07:09:55,FR,15,free,tablet
P030605,Song_305,C0605,2024-05-09T22:05:05,US,14,premium,web
P030606,Song_306,C0606,2024-08-18T16:36:17,DE,11,student,desktop
P030607,Song_307,C0607,2024-05-30T07:20:58,UK,8,student,mobile
P030608,Song_308,C0608,2024-05-16T08:12:47,US,11,student,web
P030609,Song_309,C0609,2024-03-12T04:31:53,UK,12,premium,mobile
P030610,Song_310,C0610,2024-02-08T06:52:40,CA,9,premium,desktop
P030611,Song_311,C0611,2024-05-09T05:23:16,US,2,student,tablet
P030612,Song_312,C0612,2024-02-29T11:56:30,JP,12,premium,web
P030613,Song_313,C0613,2024-01-29T11:24:57,DE,10,family,tablet
P030614,Song_314,C0614,2024-02-02T21:19:04,CA,11,free,desktop
P030615,Song_315,C0615,2024-01-13T13:41:06,DE,4,student,mobile
P030616,Song_316,C0616,2024-02-07T06:29:01,US,7,premium,desktop
P030617,Song_317,C0617,2024-01-31T16:41:09,JP,9,family,desktop
P030618,Song_318,C0618,2024-09-24T15:13:06,US,6,student,tv
P030619,Song_319,C0619,2024-04-23T05:13:06,JP,4,free,web
P030620,Song_320,C0620,2024-09-04T19:08:34,US,12,student,tablet
P030621,Song_321,C0621,2024-09-29T18:03:29,DE,9,free,mobile
P030622,Song_322,C0622,2024-03-23T17:48:56,US,7,family,mobile
P030623,Song_323,C0623,2024-07-25T15:54:08,AU,3,family,mobile
P030624,Song_324,C0624,2024-04-21T19:45:06,UK,1,premium,desktop
P030625,Song_325,C0625,2024-02-15T00:18:58,DE,13,free,web
P030626,Song_326,C0626,2024-08-31T22:16:08,IN,15,student,desktop
P030627,Song_327,C0627,2024-08-14T14:40:42,DE,12,free,web
P030628,Song_328,C0628,2024-06-14T18:34:56,US,10,free,desktop
P030629,Song_329,C0629,2024-04-29T16:37:45,US,8,family,desktop
P030630,Song_330,C0630,2024-03-21T00:01:08,FR,2,premium,tablet
P030631,Song_331,C0631,2024-01-03T11:23:06,JP,7,student,web
P030632,Song_332,C0632,2024-04-19T11:13:20,DE,14,family,tv
P030633,Song_333,C0633,2024-03-11T23:20:35,FR,11,student,tablet
P030634,Song_334,C0634,2024-03-31T22:13:27,IN,4,student,tablet
P030635,Song_335,C0635,2024-05-02T10:31:09,AU,9,premium,web
P030636,Song_336,C0636,2024-08-21T11:05:27,US,6,free,desktop
P030637,Song_337,C0637,2024-01-10T03:38:11,US,7,premium,desktop
P030638,Song_338,C0638,2024-02-21T11:27:30,UK,12,free,web
P030639,Song_339,C0639,2024-03-13T09:34:30,JP,2,family,tv
P030640,Song_340,C0640,2024-03-10T13:21:25,CA,15,family,web
P030641,Song_341,C0641,2024-09-22T01:50:14,FR,3,family,mobile
P030642,Song_342,C0642,2024-01-22T15:57:38,FR,7,family,mobile
P030643,Song_343,C0643,2024-06-28T20:07:06,UK,6,free,web
P030644,Song_344,C0644,2024-01-14T20:44:44,DE,11,family,tablet
P030645,Song_345,C0645,2024-06-11T23:12:18,US,9,premium,mobile
P030646,Song_346,C0646,2024-07-17T23:56:52,JP,2,free,tablet
P030647,Song_347,C0647,2024-03-17T22:54:46,FR,15,family,mobile
P030648,Song_348,C0648,2024-01-04T13:04:17,IN,2,free,web
P030649,Song_349,C0649,2024-04-20T21:29:33,BR,14,student,tv
P030650,Song_350,C0650,2024-08-01T03:16:10,US,9,premium,tablet
P030651,Song_351,C0651,2024-05-14T06:04:35,US,10,student,mobile
P030652,Song_352,C0652,2024-07-13T00:14:12,BR,10,free,mobile
P030653,Song_353,C0653,2024-08-22T18:07:52,UK,2,free,tv
P030654,Song_354,C0654,2024-01-31T09:37:50,CA,7,premium,tv
P030655,Song_355,C0655,2024-03-28T23:53:32,UK,7,premium,tablet
P030656,Song_356,C0656,2024-03-12T10:28:32,US,10,family,tv
P030657,Song_357,C0657,2024-04-03T00:17:29,JP,3,student,desktop
P030658,Song_358,C0658,2024-04-22T17:02:10,US,11,family,tv
P030659,Song_359,C0659,2024-01-22T14:58:47,IN,3,premium,desktop
P030660,Song_360,C0660,2024-04-26T05:27:56,DE,13,free,tablet
P030661,Song_361,C0661,2024-02-24T21:22:20,IN,9,free,desktop
P030662,Song_362,C0662,2024-01-11T23:47:26,IN,13,family,mobile
P030663,Song_363,C0663,2024-06-03T01:16:01,US,2,free,tablet
P030664,Song_364,C0664,2024-08-22T03:41:02,US,15,family,tablet
P030665,Song_365,C0665,2024-08-26T23:06:29,FR,5,free,mobile
P030666,Song_366,C0666,2024-05-08T03:58:05,US,11,free,tablet
P030667,Song_367,C0667,2024-01-29T07:09:29,CA,10,family,mobile
P030668,Song_368,C0668,2024-02-22T08:46:09,CA,5,student,mobile
P030669,Song_369,C0669,2024-04-15T23:17:05,JP,12,free,tablet
P030670,Song_370,C0670,2024-09-05T08:07:00,US,11,premium,tv
P030671,Song_371,C0671,2024-08-22T21:49:26,FR,8,student,desktop
P030672,Song_372,C0672,2024-01-01T07:37:03,IN,2,student,web
P030673,Song_373,C0673,2024-06-16T02:27:20,DE,10,free,desktop
P030674,Song_374,C0674,2024-03-26T21:07:55,US,11,family,tablet
P030675,Song_375,C0675,2024-06-10T06:47:07,DE,13,family,mobile
P030676,Song_376,C0676,2024-01-04T15:52:36,US,10,free,web
P030677,Song_377,C0677,2024-03-29T22:50:18,US,2,family,mobile
P030678,Song_378,C0678,2024-09-18T05:32:21,US,1,family,desktop
P030679,Song_379,C0679,2024-09-06T15:59:09,CA,15,free,web
P030680,Song_380,C0680,2024-05-22T17:42:05,JP,1,free,tv
P030681,Song_381,C0681,2024-07-10T13:50:15,JP,3,family,tablet
P030682,Song_382,C0682,2024-07-02T17:28:03,FR,6,family,tv
P030683,Song_383,C0683,2024-01-25T08:18:18,FR,7,family,mobile
P030684,Song_384,C0684,2024-03-12T14:58:19,US,6,premium,tablet
P030685,Song_385,C0685,2024-01-07T03:38:13,IN,12,family,web
P030686,Song_386,C0686,2024-04-05T07:18:27,US,15,free,web
P030687,Song_387,C0687,2024-01-21T18:30:34,US,3,student,web
P030688,Song_388,C0688,2024-04-14T18:37:35,DE,15,free,tablet
P030689,Song_389,C0689,2024-07-26T06:28:20,UK,4,premium,tv
P030690,Song_390,C0690,2024-01-11T17:53:27,BR,4,student,web
P030691,Song_391,C0691,2024-06-18T14:45:40,JP,6,family,tablet
P030692,Song_392,C0692,2024-05-03T01:00:15,BR,13,free,web
P030693,Song_393,C0693,2024-03-19T20:43:44,BR,1,premium,tablet
P030694,Song_394,C0694,2024-04-21T14:10:12,DE,13,premium,tablet
P030695,Song_395,C0695,2024-03-07T01:40:29,JP,2,free,desktop
P030696,Song_396,C0696,2024-05-14T17:58:36,UK,10,family,mobile
P030697,Song_397,C0697,2024-03-30T00:37:00,US,3,free,tv
P030698,Song_398,C0698,2024-07-22T18:12:21,JP,14,free,tv
P030699,Song_399,C0699,2024-05-30T15:59:49,CA,3,student,web
P030700,Song_400,C0700,2024-09-07T15:27:26,CA,1,premium,tv
P030701,Song_401,C0701,2024-02-03T12:50:30,US,2,premium,tv
P030702,Song_402,C0702,2024-06-26T02:25:16,JP,4,premium,web
P030703,Song_403,C0703,2024-08-16T13:50:57,US,1,student,tv
P030704,Song_404,C0704,2024-06-28T00:00:37,US,14,free,mobile
P030705,Song_405,C0705,2024-05-12T22:28:37,US,6,student,tv
P030706,Song_406,C0706,2024-02-18T20:27:33,BR,7,family,desktop
P030707,Song_407,C0707,2024-06-03T13:49:02,FR,12,family,mobile
P030708,Song_408,C0708,2024-06-08T19:15:36,IN,9,family,mobile
P030709,Song_409,C0709,2024-04-27T15:54:52,CA,9,premium,mobile
P030710,Song_410,C0710,2024-06-15T21:57:07,US,15,free,tablet
P030711,Song_411,C0711,2024-06-07T10:12:35,US,7,free,mobile
P030712,Song_412,C0712,2024-08-22T05:28:23,DE,15,family,web
P030713,Song_413,C0713,2024-04-27T03:21:04,DE,11,free,web
P030714,Song_414,C0714,2024-09-23T12:59:59,UK,4,premium,tablet
P030715,Song_415,C0715,2024-08-17T01:28:13,JP,6,student,tablet
P030716,Song_416,C0716,2024-05-21T23:40:15,DE,13,student,mobile
P030717,Song_417,C0717,2024-09-24T15:07:14,IN,13,family,tv
P030718,Song_418,C0718,2024-09-04T20:55:43,UK,1,free,web
P030719,Song_419,C0719,2024-05-07T20:50:02,FR,6,student,tablet
P030720,Song_420,C0720,2024-03-13T11:00:09,JP,4,premium,web
P030721,Song_421,C0721,2024-03-18T22:29:16,FR,6,free,desktop
P030722,Song_422,C0722,2024-01-31T11:24:40,JP,12,free,mobile
P030723,Song_423,C0723,2024-07-22T23:33:24,US,4,family,mobile
P030724,Song_424,C0724,2024-01-13T16:19:29,US,11,free,tv
P030725,Song_425,C0725,2024-01-19T07:01:45,CA,1,free,web
P030726,Song_426,C0726,2024-07-15T14:42:52,IN,7,family,tv
P030727,Song_427,C0727,2024-06-26T20:50:09,DE,4,family,tv
P030728,Song_428,C0728,2024-04-13T18:14:57,DE,8,premium,web
P030729,Song_429,C0729,2024-01-29T16:03:17,JP,1,free,tablet
P030730,Song_430,C0730,2024-08-26T20:24:59,AU,14,free,web
P030731,Song_431,C0731,2024-05-02T23:38:45,JP,10,free,tablet
P030732,Song_432,C0732,2024-07-02T17:56:09,AU,6,premium,tablet
P030733,Song_433,C0733,2024-03-30T19:08:12,IN,13,family,tv
P030734,Song_434,C0734,2024-04-25T15:54:27,FR,9,premium,tablet
P030735,Song_435,C0735,2024-06-17T22:30:12,UK,9,free,tv
P030736,Song_436,C0736,2024-01-21T14:04:12,IN,6,premium,desktop
P030737,Song_437,C0737,2024-09-08T14:23:13,US,11,free,tablet
P030738,Song_438,C0738,2024-01-23T16:55:27,US,10,student,web
P030739,Song_439,C0739,2024-08-30T15:22:48,IN,14,premium,tv
P030740,Song_440,C0740,2024-05-02T05:26:59,US,10,premium,web
P030741,Song_441,C0741,2024-01-19T10:45:34,US,4,free,mobile
P030742,Song_442,C0742,2024-01-20T23:14:03,US,3,student,tablet
P030743,Song_443,C0743,2024-01-27T10:11:41,US,6,family,tablet
P030744,Song_444,C0744,2024-08-20T23:43:18,US,13,free,web
P030745,Song_445,C0745,2024-01-08T06:53:38,JP,11,premium,desktop
P030746,Song_446,C0746,2024-01-22T21:52:19,US,14,family,desktop
P030747,Song_447,C0747,2024-04-22T18:14:11,UK,11,family,web
P030748,Song_448,C0748,2024-07-17T20:26:55,CA,11,free,tablet
P030749,Song_449,C0749,2024-01-08T01:05:51,JP,15,free,tablet
P030750,Song_450,C0750,2024-08-12T00:39:38,CA,12,free,desktop
P030751,Song_451,C0751,2024-03-02T18:19:03,DE,13,free,web
P030752,Song_452,C0752,2024-07-01T09:37:50,JP,6,free,web
P030753,Song_453,C0753,2024-02-08T00:54:42,US,6,family,desktop
P030754,Song_454,C0754,2024-02-06T01:32:28,CA,6,student,desktop
P030755,Song_455,C0755,2024-02-28T00:46:29,US,15,premium,desktop
P030756,Song_456,C0756,2024-03-06T17:28:25,DE,7,free,mobile
P030757,Song_457,C0757,2024-08-30T04:32:40,UK,9,family,mobile
P030758,Song_458,C0758,2024-07-19T22:14:05,CA,10,student,tv
P030759,Song_459,C0759,2024-06-13T16:00:41,US,10,student,tv
P030760,Song_460,C0760,2024-02-26T05:11:55,CA,6,free,web
P030761,Song_461,C0761,2024-05-17T11:53:05,US,8,free,desktop
P030762,Song_462,C0762,2024-08-03T23:22:55,DE,1,family,web
P030763,Song_463,C0763,2024-02-27T00:55:29,CA,4,free,desktop
P030764,Song_464,C0764,2024-08-27T03:44:30,US,3,family,tv
P030765,Song_465,C0765,2024-08-26T01:14:57,US,9,student,web
P030766,Song_466,C0766,2024-01-15T11:07:04,US,4,premium,mobile
P030767,Song_467,C0767,2024-06-21T00:37:57,BR,5,family,mobile
P030768,Song_468,C0768,2024-01-14T10:55:11,IN,2,student,tablet
P030769,Song_469,C0769,2024-01-21T03:51:29,IN,5,family,mobile
P030770,Song_470,C0770,2024-03-10T23:46:31,JP,5,student,desktop
P030771,Song_471,C0771,2024-07-13T11:22:02,US,15,family,web
P030772,Song_472,C0772,2024-03-23T08:26:43,UK,6,premium,mobile
P030773,Song_473,C0773,2024-03-11T13:55:56,US,15,free,mobile
P030774,Song_474,C0774,2024-03-14T16:21:42,US,7,premium,mobile
P030775,Song_475,C0775,2024-09-21T08:56:28,CA,3,premium,tv
P030776,Song_476,C0776,2024-02-18T04:41:39,US,6,premium,tablet
P030777,Song_477,C0777,2024-04-19T10:56:41,JP,10,student,desktop
P030778,Song_478,C0778,2024-09-17T08:48:34,AU,9,free,tv
P030779,Song_479,C0779,2024-06-23T06:23:11,UK,3,free,web
P030780,Song_480,C0780,2024-07-15T03:03:07,JP,10,family,tablet
P030781,Song_481,C0781,2024-08-03T17:57:35,US,15,free,web
P030782,Song_482,C0782,2024-09-21T07:50:34,BR,3,family,web
P030783,Song_483,C0783,2024-08-06T08:10:28,DE,6,family,mobile
P030784,Song_484,C0784,2024-08-16T13:48:54,US,10,premium,mobile
P030785,Song_485,C0785,2024-07-06T23:20:36,JP,12,family,desktop
P030786,Song_486,C0786,2024-03-15T04:31:58,US,1,premium,web
P030787,Song_487,C0787,2024-08-02T02:05:30,CA,12,family,tv
P030788,Song_488,C0788,2024-08-13T00:48:57,UK,4,free,web
P030789,Song_489,C0789,2024-02-09T19:33:04,JP,9,premium,web
P030790,Song_490,C0790,2024-02-06T16:59:19,JP,8,free,tv
P030791,Song_491,C0791,2024-05-16T15:19:58,US,11,student,mobile
P030792,Song_492,C0792,2024-08-06T00:12:47,UK,5,student,mobile
P030793,Song_493,C0793,2024-01-22T09:22:32,CA,14,free,desktop
P030794,Song_494,C0794,2024-09-20T17:26:03,CA,15,family,web
P030795,Song_495,C0795,2024-03-17T11:12:51,IN,15,student,mobile
P030796,Song_496,C0796,2024-02-25T03:13:03,US,10,family,tv
P030797,Song_497,C0797,2024-03-17T10:40:40,DE,1,student,tablet
P030798,Song_498,C0798,2024-01-10T12:39:11,CA,10,family,mobile
P030799,Song_499,C0799,2024-02-17T08:12:53,US,8,premium,tablet
P030800,Song_500,C0800,2024-02-25T17:48:52,CA,14,premium,mobile
P030801,Song_501,C0801,2024-03-01T05:08:51,UK,9,student,web
P030802,Song_502,C0802,2024-03-16T13:54:56,IN,9,free,tv
P030803,Song_503,C0803,2024-09-29T18:34:21,JP,3,family,desktop
P030804,Song_504,C0804,2024-09-26T18:59:51,JP,9,free,desktop
P030805,Song_505,C0805,2024-03-16T20:40:01,US,3,student,tv
P030806,Song_506,C0806,2024-06-15T02:55:54,UK,10,student,web
P030807,Song_507,C0807,2024-02-12T00:34:59,IN,13,free,web
P030808,Song_508,C0808,2024-07-28T11:47:49,JP,10,family,mobile
P030809,Song_509,C0809,2024-02-18T21:19:23,UK,3,premium,tv
P030810,Song_510,C0810,2024-04-15T16:49:22,DE,12,premium,mobile
P030811,Song_511,C0811,2024-04-23T10:20:14,US,14,premium,mobile
P030812,Song_512,C0812,2024-04-24T01:04:21,UK,9,family,mobile
P030813,Song_513,C0813,2024-02-28T23:50:41,DE,3,family,tablet
P030814,Song_514,C0814,2024-01-13T20:36:06,US,11,premium,tv
P030815,Song_515,C0815,2024-08-10T19:46:11,US,7,premium,desktop
P030816,Song_516,C0816,2024-04-26T22:23:53,UK,7,premium,tablet
P030817,Song_517,C0817,2024-04-08T04:40:01,BR,10,family,tablet
P030818,Song_518,C0818,2024-05-18T03:07:46,CA,14,family,mobile
P030819,Song_519,C0819,2024-09-24T18:49:31,JP,6,premium,desktop
P030820,Song_520,C0820,2024-06-07T01:23:22,IN,6,student,tablet
P030821,Song_521,C0821,2024-03-12T01:56:57,US,6,student,desktop
P030822,Song_522,C0822,2024-03-13T06:14:00,JP,7,family,tv
P030823,Song_523,C0823,2024-08-14T23:02:14,FR,5,premium,desktop
P030824,Song_524,C0824,2024-01-03T11:03:40,US,5,family,tablet
P030825,Song_525,C0825,2024-07-16T01:17:12,CA,12,student,tv
P030826,Song_526,C0826,2024-08-30T23:19:46,IN,9,student,web
P030827,Song_527,C0827,2024-07-29T12:07:47,JP,2,student,web
P030828,Song_528,C0828,2024-06-01T14:19:44,US,5,free,tablet
P030829,Song_529,C0829,2024-06-19T00:26:53,UK,7,premium,tv
P030830,Song_530,C0830,2024-01-23T01:05:17,BR,2,student,mobile
P030831,Song_531,C0831,2024-05-10T04:51:05,CA,15,premium,desktop
P030832,Song_532,C0832,2024-01-09T05:59:04,US,1,student,desktop
P030833,Song_533,C0833,2024-09-17T14:27:19,US,3,student,mobile
P030834,Song_534,C0834,2024-03-25T10:39:57,IN,9,free,mobile
P030835,Song_535,C0835,2024-07-11T17:21:27,FR,6,premium,tv
P030836,Song_536,C0836,2024-01-27T00:57:09,IN,7,free,tv
P030837,Song_537,C0837,2024-05-20T23:10:33,US,14,student,desktop
P030838,Song_538,C0838,2024-01-31T11:52:29,US,1,student,desktop
P030839,Song_539,C0839,2024-04-25T22:23:08,DE,2,family,mobile
P030840,Song_540,C0840,2024-03-23T02:31:56,JP,11,free,tablet
P030841,Song_541,C0841,2024-05-31T10:45:28,IN,10,family,mobile
P030842,Song_542,C0842,2024-04-16T03:27:55,IN,9,student,mobile
P030843,Song_543,C0843,2024-04-22T23:56:50,UK,13,free,mobile
P030844,Song_544,C0844,2024-01-20T07:31:21,CA,3,student,tablet
P030845,Song_545,C0845,2024-04-18T03:15:54,US,13,student,web
P030846,Song_546,C0846,2024-01-28T23:20:34,DE,15,free,web
P030847,Song_547,C0847,2024-02-09T10:48:36,JP,12,student,desktop
P030848,Song_548,C0848,2024-03-26T06:20:29,US,5,student,tv
P030849,Song_549,C0849,2024-08-11T17:53:09,DE,12,free,tablet
P030850,Song_550,C0850,2024-03-22T03:27:07,IN,10,family,desktop
P030851,Song_551,C0851,2024-09-06T07:22:29,JP,7,family,web
P030852,Song_552,C0852,2024-05-26T09:02:00,JP,8,free,web
P030853,Song_553,C0853,2024-02-03T22:10:23,US,10,free,tv
P030854,Song_554,C0854,2024-05-03T07:39:01,DE,11,premium,desktop
P030855,Song_555,C0855,2024-04-25T22:44:19,FR,6,student,tablet
P030856,Song_556,C0856,2024-04-28T02:36:34,DE,7,premium,mobile
P030857,Song_557,C0857,2024-08-14T02:13:26,BR,14,premium,mobile
P030858,Song_558,C0858,2024-03-01T17:47:17,UK,12,family,tablet
P030859,Song_559,C0859,2024-08-04T10:17:52,IN,10,free,mobile
P030860,Song_560,C0860,2024-06-10T01:59:33,UK,5,family,web
P030861,Song_561,C0861,2024-04-20T07:00:59,DE,11,family,tv
P030862,Song_562,C0862,2024-05-29T18:38:17,IN,3,premium,tv
P030863,Song_563,C0863,2024-06-22T05:13:39,CA,3,free,desktop
P030864,Song_564,C0864,2024-03-17T03:08:47,US,7,free,desktop
P030865,Song_565,C0865,2024-06-28T22:32:45,US,2,premium,web
P030866,Song_566,C0866,2024-01-28T18:39:22,UK,11,premium,mobile
P030867,Song_567,C0867,2024-03-05T10:50:42,IN,5,premium,web
P030868,Song_568,C0868,2024-02-29T10:31:21,US,10,student,web
P030869,Song_569,C0869,2024-03-19T18:12:48,US,4,free,desktop
P030870,Song_570,C0870,2024-07-04T09:38:30,US,9,premium,tablet
P030871,Song_571,C0871,2024-07-12T12:14:11,DE,13,free,desktop
P030872,Song_572,C0872,2024-07-07T22:58:40,UK,15,family,mobile
P030873,Song_573,C0873,2024-02-15T09:23:34,FR,8,free,tv
P030874,Song_574,C0874,2024-05-03T19:23:25,DE,6,family,web
P030875,Song_575,C0875,2024-04-09T14:24:40,IN,3,premium,web
P030876,Song_576,C0876,2024-02-11T02:00:37,JP,2,family,web
P030877,Song_577,C0877,2024-02-22T04:38:12,BR,13,premium,web
P030878,Song_578,C0878,2024-09-26T12:03:05,CA,15,student,tablet
P030879,Song_579,C0879,2024-02-08T12:07:21,CA,13,free,mobile
P030880,Song_580,C0880,2024-04-11T21:56:02,IN,5,premium,web
P030881,Song_581,C0881,2024-05-03T16:35:40,FR,8,student,tv
P030882,Song_582,C0882,2024-02-03T05:50:01,CA,4,premium,tablet
P030883,Song_583,C0883,2024-08-23T13:40:34,DE,4,family,tv
P030884,Song_584,C0884,2024-09-16T06:36:58,US,5,student,web
P030885,Song_585,C0885,2024-05-21T12:27:28,CA,8,premium,mobile
P030886,Song_586,C0886,2024-08-17T02:13:48,JP,11,premium,mobile
P030887,Song_587,C0887,2024-04-14T09:24:22,US,2,family,tv
P030888,Song_588,C0888,2024-06-22T05:46:06,IN,3,family,web
P030889,Song_589,C0889,2024-02-03T04:21:23,IN,1,free,web
P030890,Song_590,C0890,2024-02-29T15:25:22,CA,4,premium,web
P030891,Song_591,C0891,2024-03-19T05:12:44,JP,7,family,web
P030892,Song_592,C0892,2024-01-13T00:07:09,US,7,student,tablet
P030893,Song_593,C0893,2024-02-29T03:54:25,US,1,student,mobile
P030894,Song_594,C0894,2024-07-04T14:09:18,IN,13,family,tablet
P030895,Song_595,C0895,2024-01-15T02:08:45,FR,15,student,tv
P030896,Song_596,C0896,2024-06-24T15:42:26,JP,9,free,desktop
P030897,Song_597,C0897,2024-04-30T19:06:39,CA,9,student,tablet
P030898,Song_598,C0898,2024-02-15T09:15:03,IN,10,premium,web
P030899,Song_599,C0899,2024-08-29T01:42:44,IN,12,student,tablet
P030900,Song_600,C0900,2024-03-20T15:49:48,US,6,free,web
P030901,Song_601,C0901,2024-07-02T05:08:34,JP,10,student,mobile
P030902,Song_602,C0902,2024-09-21T10:01:53,IN,3,premium,mobile
P030903,Song_603,C0903,2024-03-05T11:52:16,DE,3,premium,mobile
P030904,Song_604,C0904,2024-06-01T18:29:01,US,8,premium,desktop
P030905,Song_605,C0905,2024-08-03T23:33:16,FR,13,premium,mobile
P030906,Song_606,C0906,2024-06-04T07:55:26,AU,12,student,tv
P030907,Song_607,C0907,2024-02-12T17:26:39,US,5,family,desktop
P030908,Song_608,C0908,2024-02-08T01:09:42,UK,6,family,tablet
P030909,Song_609,C0909,2024-01-17T16:04:52,IN,7,student,tv
P030910,Song_610,C0910,2024-07-31T09:08:25,UK,7,family,tablet
P030911,Song_611,C0911,2024-06-29T16:45:33,DE,6,student,tablet
P030912,Song_612,C0912,2024-08-01T03:20:53,US,8,premium,tv
P030913,Song_613,C0913,2024-06-06T19:34:28,CA,10,family,tablet
P030914,Song_614,C0914,2024-09-22T09:11:11,US,4,family,tv
P030915,Song_615,C0915,2024-08-21T16:20:27,DE,11,free,mobile
P030916,Song_616,C0916,2024-02-07T20:06:54,JP,10,premium,desktop
P030917,Song_617,C0917,2024-02-12T17:45:21,CA,14,premium,desktop
P030918,Song_618,C0918,2024-02-15T19:27:29,IN,2,family,tv
P030919,Song_619,C0919,2024-06-05T18:00:41,BR,14,free,tv
P030920,Song_620,C0920,2024-03-28T07:51:55,US,13,family,desktop
P030921,Song_621,C0921,2024-02-23T19:09:00,DE,2,family,tv
P030922,Song_622,C0922,2024-09-17T13:54:59,AU,11,premium,desktop
P030923,Song_623,C0923,2024-02-21T22:33:24,FR,10,free,tv
P030924,Song_624,C0924,2024-08-13T20:27:32,JP,13,family,tv
P030925,Song_625,C0925,2024-01-20T01:03:06,IN,9,student,desktop
P030926,Song_626,C0926,2024-03-29T22:51:24,US,4,student,tablet
P030927,Song_627,C0927,2024-05-13T15:53:00,UK,2,free,tv
P030928,Song_628,C0928,2024-05-05T10:47:14,US,13,premium,web
P030929,Song_629,C0929,2024-07-19T19:11:45,DE,11,family,mobile
P030930,Song_630,C0930,2024-01-06T10:02:48,BR,13,premium,mobile
P030931,Song_631,C0931,2024-02-16T04:14:39,UK,4,free,tablet
P030932,Song_632,C0932,2024-04-28T00:40:00,JP,6,family,web
P030933,Song_633,C0933,2024-01-10T11:39:37,BR,1,free,mobile
P030934,Song_634,C0934,2024-01-09T15:31:49,CA,3,student,mobile
P030935,Song_635,C0935,2024-04-22T12:19:07,US,11,premium,tv
P030936,Song_636,C0936,2024-01-19T13:44:04,CA,12,premium,desktop
P030937,Song_637,C0937,2024-01-30T17:10:22,US,5,premium,mobile
P030938,Song_638,C0938,2024-07-22T07:48:35,JP,12,student,web
P030939,Song_639,C0939,2024-02-08T06:18:46,IN,11,free,tv
P030940,Song_640,C0940,2024-07-31T02:03:46,DE,6,family,tv
P030941,Song_641,C0941,2024-04-30T07:35:19,IN,11,premium,web
P030942,Song_642,C0942,2024-05-25T18:13:35,CA,14,free,desktop
