payment_id,contract_id,content_id,amount_paid,payment_date
PMT00525,C0525,Song_225,500.0,2024-06-15
PMT00526,C0526,Song_226,500.0,2024-07-13
PMT00527,C0527,Song_227,500.0,2024-08-26
PMT00528,C0528,Song_228,750.0,2024-08-23
PMT00529,C0529,Song_229,750.0,2024-06-11
PMT00530,C0530,Song_230,500.0,2024-01-16
PMT00531,C0531,Song_231,200.0,2024-01-26
PMT00532,C0532,Song_232,750.0,2024-09-15
PMT00533,C0533,Song_233,750.0,2024-08-12
PMT00534,C0534,Song_234,200.0,2024-05-20
PMT00535,C0535,Song_235,-229.52,2024-05-22
PMT00536,C0536,Song_236,750.0,2024-09-20
PMT00537,C0537,Song_237,750.0,2024-01-21
PMT00538,C0538,Song_238,318.91,2024-09-23
PMT00539,C0539,Song_239,200.0,2024-01-25
PMT00540,C0540,Song_240,750.0,2024-07-02
PMT00541,C0541,Song_241,200.0,2024-03-28
PMT00542,C0542,Song_242,307.88,2024-06-08
PMT00543,C0543,Song_243,750.0,2024-04-15
PMT00544,C0544,Song_244,200.0,2024-01-10
PMT00545,C0545,Song_245,500.0,2024-06-17
PMT00546,C0546,Song_246,200.0,2024-09-02
PMT00547,C0547,Song_247,200.0,2024-01-08
PMT00548,C0548,Song_248,200.0,2024-01-18
PMT00549,C0549,Song_249,200.0,2024-01-15
PMT00550,C0550,Song_250,750.0,2024-07-12
PMT00551,C0551,Song_251,500.0,2024-05-27
PMT00552,C0552,Song_252,750.0,2024-09-23
PMT00553,C0553,Song_253,750.0,2024-01-05
PMT00554,C0554,Song_254,500.0,2024-09-19
PMT00555,C0555,Song_255,500.0,2024-07-14
PMT00556,C0556,Song_256,200.0,2024-03-28
PMT00557,C0557,Song_257,500.0,2024-02-03
PMT00558,C0558,Song_258,500.0,2024-03-23
PMT00559,C0559,Song_259,500.0,2024-06-17
PMT00560,C0560,Song_260,750.0,2024-03-01
PMT00561,C0561,Song_261,750.0,2024-02-02
PMT00562,C0562,Song_262,242.28,2024-02-05
PMT00563,C0563,Song_263,750.0,2024-07-19
PMT00564,C0564,Song_264,500.0,2024-02-04
PMT00565,C0565,Song_265,200.0,2024-02-29
PMT00566,C0566,Song_266,500.0,2024-04-01
PMT00567,C0567,Song_267,500.0,2024-09-01
PMT00568,C0568,Song_268,500.0,2024-05-15
PMT00569,C0569,Song_269,750.0,2024-07-10
PMT00570,C0570,Song_270,500.0,2024-03-21
PMT00571,C0571,Song_271,200.0,2024-01-09
PMT00572,C0572,Song_272,200.0,2024-06-26
PMT00573,C0573,Song_273,200.0,2024-06-25
PMT00574,C0574,Song_274,-528.99,2024-04-22
PMT00575,C0575,Song_275,-1322.47,2024-09-08
PMT00576,C0576,Song_276,373.51,2024-04-05
PMT00577,C0577,Song_277,500.0,2024-09-03
PMT00578,C0578,Song_278,500.0,2024-07-10
PMT00579,C0579,Song_279,200.86,2024-02-05
PMT00580,C0580,Song_280,750.0,2024-05-14
PMT00581,C0581,Song_281,200.0,2024-06-19
PMT00582,C0582,Song_282,500.0,2024-02-28
PMT00583,C0583,Song_283,500.0,2024-02-05
PMT00584,C0584,Song_284,500.0,2024-05-01
PMT00585,C0585,Song_285,750.0,2024-08-08
PMT00586,C0586,Song_286,750.0,2024-06-29
PMT00587,C0587,Song_287,-306.08,2024-08-18
PMT00588,C0588,Song_288,-555.72,2024-08-30
PMT00589,C0589,Song_289,750.0,2024-05-27
PMT00590,C0590,Song_290,750.0,2024-08-16
PMT00591,C0591,Song_291,424.94,2024-08-08
PMT00592,C0592,Song_292,200.0,2024-08-23
PMT00593,C0593,Song_293,750.0,2024-08-07
PMT00594,C0594,Song_294,750.0,2024-08-28
PMT00595,C0595,Song_295,500.0,2024-03-21
PMT00596,C0596,Song_296,750.0,2024-02-19
PMT00597,C0597,Song_297,750.0,2024-01-31
PMT00598,C0598,Song_298,-540.23,2024-08-17
PMT00599,C0599,Song_299,750.0,2024-04-27
PMT00600,C0600,Song_300,500.0,2024-05-12
PMT00601,C0601,Song_301,500.0,2024-07-04
PMT00602,C0602,Song_302,200.0,2024-01-24
PMT00603,C0603,Song_303,200.0,2024-01-10
PMT00604,C0604,Song_304,200.0,2024-04-29
PMT00605,C0605,Song_305,500.0,2024-08-25
PMT00606,C0606,Song_306,200.0,2024-01-04
PMT00607,C0607,Song_307,750.0,2024-02-22
PMT00608,C0608,Song_308,750.0,2024-02-25
PMT00609,C0609,Song_309,200.0,2024-01-27
PMT00610,C0610,Song_310,750.0,2024-04-30
PMT00611,C0611,Song_311,200.0,2024-04-23
PMT00612,C0612,Song_312,500.0,2024-03-08
PMT00613,C0613,Song_313,200.0,2024-03-15
PMT00614,C0614,Song_314,750.0,2024-03-30
PMT00615,C0615,Song_315,500.0,2024-04-12
PMT00616,C0616,Song_316,-854.39,2024-09-02
PMT00617,C0617,Song_317,-332.07,2024-08-18
PMT00618,C0618,Song_318,200.0,2024-04-29
PMT00619,C0619,Song_319,750.0,2024-05-11
PMT00620,C0620,Song_320,500.0,2024-07-21
PMT00621,C0621,Song_321,750.0,2024-06-13
PMT00622,C0622,Song_322,200.0,2024-06-15
PMT00623,C0623,Song_323,200.0,2024-04-03
PMT00624,C0624,Song_324,500.0,2024-06-04
PMT00625,C0625,Song_325,200.0,2024-05-27
PMT00626,C0626,Song_326,750.0,2024-01-10
PMT00627,C0627,Song_327,750.0,2024-07-07
PMT00628,C0628,Song_328,750.0,2024-03-26
PMT00629,C0629,Song_329,200.0,2024-08-27
PMT00630,C0630,Song_330,608.15,2024-08-19
PMT00631,C0631,Song_331,500.0,2024-02-18
PMT00632,C0632,Song_332,500.0,2024-07-28
PMT00633,C0633,Song_333,200.0,2024-01-08
PMT00634,C0634,Song_334,-362.98,2024-01-11
PMT00635,C0635,Song_335,750.0,2024-05-06
PMT00636,C0636,Song_336,750.0,2024-07-28
PMT00637,C0637,Song_337,750.0,2024-06-03
PMT00638,C0638,Song_338,500.0,2024-03-18
PMT00639,C0639,Song_339,200.0,2024-03-08
PMT00640,C0640,Song_340,500.0,2024-01-10
PMT00641,C0641,Song_341,750.0,2024-08-27
PMT00642,C0642,Song_342,500.0,2024-09-01
PMT00643,C0643,Song_343,200.0,2024-06-30
PMT00644,C0644,Song_344,-1983.71,2024-05-08
PMT00645,C0645,Song_345,500.0,2024-02-17
PMT00646,C0646,Song_346,500.0,2024-03-08
PMT00647,C0647,Song_347,200.0,2024-02-18
PMT00648,C0648,Song_348,200.0,2024-03-08
PMT00649,C0649,Song_349,200.0,2024-09-02
PMT00650,C0650,Song_350,750.0,2024-07-29
PMT00651,C0651,Song_351,200.0,2024-02-09
PMT00652,C0652,Song_352,500.0,2024-07-02
PMT00653,C0653,Song_353,750.0,2024-04-21
PMT00654,C0654,Song_354,500.0,2024-01-11
PMT00655,C0655,Song_355,750.0,2024-08-03
PMT00656,C0656,Song_356,500.0,2024-05-15
PMT00657,C0657,Song_357,200.0,2024-09-07
PMT00658,C0658,Song_358,750.0,2024-02-27
PMT00659,C0659,Song_359,500.0,2024-01-14
PMT00660,C0660,Song_360,-10.02,2024-01-04
PMT00661,C0661,Song_361,200.0,2024-07-05
PMT00662,C0662,Song_362,750.0,2024-02-29
PMT00663,C0663,Song_363,200.0,2024-01-16
PMT00664,C0664,Song_364,200.0,2024-02-04
PMT00665,C0665,Song_365,500.0,2024-03-21
PMT00666,C0666,Song_366,200.0,2024-05-30
PMT00667,C0667,Song_367,200.0,2024-06-15
PMT00668,C0668,Song_368,500.0,2024-07-06
PMT00669,C0669,Song_369,750.0,2024-05-30
PMT00670,C0670,Song_370,750.0,2024-01-11
PMT00671,C0671,Song_371,500.0,2024-09-19
PMT00672,C0672,Song_372,167.33,2024-01-19
PMT00673,C0673,Song_373,750.0,2024-04-06
PMT00674,C0674,Song_374,200.0,2024-09-19
PMT00675,C0675,Song_375,200.0,2024-08-16
PMT00676,C0676,Song_376,750.0,2024-07-31
PMT00677,C0677,Song_377,200.0,2024-07-28
PMT00678,C0678,Song_378,500.0,2024-07-27
PMT00679,C0679,Song_379,200.0,2024-01-20
PMT00680,C0680,Song_380,750.0,2024-07-11
PMT00681,C0681,Song_381,500.0,2024-01-30
PMT00682,C0682,Song_382,750.0,2024-02-23
PMT00683,C0683,Song_383,200.0,2024-05-02
PMT00684,C0684,Song_384,500.0,2024-04-15
PMT00685,C0685,Song_385,200.0,2024-09-13
PMT00686,C0686,Song_386,247.3,2024-08-05
PMT00687,C0687,Song_387,500.0,2024-02-21
PMT00688,C0688,Song_388,750.0,2024-06-15
PMT00689,C0689,Song_389,249.22,2024-05-05
PMT00690,C0690,Song_390,750.0,2024-01-13
PMT00691,C0691,Song_391,750.0,2024-03-30
PMT00692,C0692,Song_392,750.0,2024-05-30
PMT00693,C0693,Song_393,500.0,2024-07-05
PMT00694,C0694,Song_394,500.0,2024-08-31
PMT00695,C0695,Song_395,750.0,2024-08-30
PMT00696,C0696,Song_396,200.0,2024-02-07
PMT00697,C0697,Song_397,750.0,2024-05-24
PMT00698,C0698,Song_398,500.0,2024-07-03
PMT00699,C0699,Song_399,200.0,2024-07-25
PMT00700,C0700,Song_400,750.0,2024-09-14
PMT00701,C0701,Song_401,200.0,2024-06-26
PMT00702,C0702,Song_402,750.0,2024-03-04
PMT00703,C0703,Song_403,500.0,2024-02-21
PMT00704,C0704,Song_404,750.0,2024-01-20
PMT00705,C0705,Song_405,200.0,2024-07-13
PMT00706,C0706,Song_406,200.0,2024-09-16
PMT00707,C0707,Song_407,65.36,2024-07-23
PMT00708,C0708,Song_408,200.0,2024-08-08
PMT00709,C0709,Song_409,750.0,2024-05-11
PMT00710,C0710,Song_410,750.0,2024-07-07
PMT00711,C0711,Song_411,200.0,2024-06-26
PMT00712,C0712,Song_412,552.2,2024-01-27
PMT00713,C0713,Song_413,500.0,2024-06-25
PMT00714,C0714,Song_414,200.0,2024-08-23
PMT00715,C0715,Song_415,200.0,2024-03-19
PMT00716,C0716,Song_416,750.0,2024-05-03
PMT00717,C0717,Song_417,750.0,2024-08-21
PMT00718,C0718,Song_418,200.0,2024-02-25
PMT00719,C0719,Song_419,750.0,2024-07-20
PMT00720,C0720,Song_420,750.0,2024-09-14
PMT00721,C0721,Song_421,500.0,2024-08-12
PMT00722,C0722,Song_422,500.0,2024-01-19
PMT00723,C0723,Song_423,200.0,2024-02-01
PMT00724,C0724,Song_424,200.0,2024-07-29
PMT00725,C0725,Song_425,500.0,2024-03-04
PMT00726,C0726,Song_426,750.0,2024-05-09
PMT00727,C0727,Song_427,-1983.71,2024-06-06
PMT00728,C0728,Song_428,200.0,2024-01-02
PMT00729,C0729,Song_429,500.0,2024-07-23
PMT00730,C0730,Song_430,750.0,2024-08-20
PMT00731,C0731,Song_431,750.0,2024-02-08
PMT00732,C0732,Song_432,750.0,2024-02-15
PMT00733,C0733,Song_433,500.0,2024-05-29
PMT00734,C0734,Song_434,750.0,2024-07-04
PMT00735,C0735,Song_435,500.0,2024-04-10
PMT00736,C0736,Song_436,500.0,2024-05-20
PMT00737,C0737,Song_437,750.0,2024-07-10
PMT00738,C0738,Song_438,200.0,2024-08-19
PMT00739,C0739,Song_439,500.0,2024-06-20
PMT00740,C0740,Song_440,200.0,2024-03-17
PMT00741,C0741,Song_441,750.0,2024-01-27
PMT00742,C0742,Song_442,500.0,2024-02-14
PMT00743,C0743,Song_443,750.0,2024-08-02
PMT00744,C0744,Song_444,500.0,2024-03-09
PMT00745,C0745,Song_445,-1983.71,2024-04-06
PMT00746,C0746,Song_446,200.0,2024-03-18
PMT00747,C0747,Song_447,200.0,2024-06-24
PMT00748,C0748,Song_448,200.0,2024-08-20
PMT00749,C0749,Song_449,200.0,2024-06-08
PMT00750,C0750,Song_450,500.0,2024-05-23
PMT00751,C0751,Song_451,238.97,2024-08-14
PMT00752,C0752,Song_452,200.0,2024-04-17
PMT00753,C0753,Song_453,200.0,2024-01-06
PMT00754,C0754,Song_454,200.0,2024-02-20
PMT00755,C0755,Song_455,750.0,2024-02-28
PMT00756,C0756,Song_456,500.0,2024-09-27
PMT00757,C0757,Song_457,500.0,2024-02-15
PMT00758,C0758,Song_458,500.0,2024-09-26
PMT00759,C0759,Song_459,200.0,2024-03-15
PMT00760,C0760,Song_460,200.0,2024-04-16
PMT00761,C0761,Song_461,750.0,2024-07-06
PMT00762,C0762,Song_462,750.0,2024-07-29
PMT00763,C0763,Song_463,200.0,2024-08-28
PMT00764,C0764,Song_464,750.0,2024-01-15
PMT00765,C0765,Song_465,750.0,2024-06-05
PMT00766,C0766,Song_466,500.0,2024-09-08
PMT00767,C0767,Song_467,200.0,2024-08-09
PMT00768,C0768,Song_468,750.0,2024-01-18
PMT00769,C0769,Song_469,-1983.71,2024-07-05
PMT00770,C0770,Song_470,750.0,2024-04-20
PMT00771,C0771,Song_471,200.0,2024-07-03
PMT00772,C0772,Song_472,750.0,2024-05-10
PMT00773,C0773,Song_473,200.0,2024-04-24
PMT00774,C0774,Song_474,750.0,2024-08-28
PMT00775,C0775,Song_475,500.0,2024-06-27
PMT00776,C0776,Song_476,750.0,2024-09-04
PMT00777,C0777,Song_477,500.0,2024-05-30
PMT00778,C0778,Song_478,200.0,2024-03-09
PMT00779,C0779,Song_479,500.0,2024-06-23
PMT00780,C0780,Song_480,200.0,2024-08-21
PMT00781,C0781,Song_481,500.0,2024-02-18
PMT00782,C0782,Song_482,500.0,2024-09-10
PMT00783,C0783,Song_483,750.0,2024-07-14
PMT00784,C0784,Song_484,750.0,2024-06-09
PMT00785,C0785,Song_485,750.0,2024-06-07
PMT00786,C0786,Song_486,586.31,2024-02-07
PMT00787,C0787,Song_487,200.0,2024-09-02
PMT00788,C0788,Song_488,200.0,2024-03-12
PMT00789,C0789,Song_489,500.0,2024-06-25
PMT00790,C0790,Song_490,237.34,2024-09-23
PMT00791,C0791,Song_491,750.0,2024-08-19
PMT00792,C0792,Song_492,500.0,2024-05-23
PMT00793,C0793,Song_493,750.0,2024-09-03
PMT00794,C0794,Song_494,750.0,2024-07-07
PMT00795,C0795,Song_495,750.0,2024-01-25
PMT00796,C0796,Song_496,200.0,2024-07-22
PMT00797,C0797,Song_497,750.0,2024-04-23
PMT00798,C0798,Song_498,500.0,2024-04-27
PMT00799,C0799,Song_499,750.0,2024-04-30
PMT00800,C0800,Song_500,500.0,2024-01-30
PMT00801,C0801,Song_501,750.0,2024-08-29
PMT00802,C0802,Song_502,750.0,2024-07-04
PMT00803,C0803,Song_503,200.0,2024-04-18
PMT00804,C0804,Song_504,750.0,2024-06-25
PMT00805,C0805,Song_505,200.0,2024-04-16
PMT00806,C0806,Song_506,750.0,2024-01-29
PMT00807,C0807,Song_507,200.0,2024-02-04
PMT00808,C0808,Song_508,750.0,2024-05-20
PMT00809,C0809,Song_509,750.0,2024-08-03
PMT00810,C0810,Song_510,500.0,2024-04-21
PMT00811,C0811,Song_511,750.0,2024-08-03
PMT00812,C0812,Song_512,750.0,2024-06-13
PMT00813,C0813,Song_513,500.0,2024-05-15
PMT00814,C0814,Song_514,447.0,2024-05-26
PMT00815,C0815,Song_515,500.0,2024-01-04
PMT00816,C0816,Song_516,750.0,2024-03-01
PMT00817,C0817,Song_517,500.0,2024-04-10
PMT00818,C0818,Song_518,500.0,2024-05-04
PMT00819,C0819,Song_519,200.0,2024-04-14
PMT00820,C0820,Song_520,750.0,2024-06-13
PMT00821,C0821,Song_521,-59.69,2024-03-09
PMT00822,C0822,Song_522,117.5,2024-01-15
PMT00823,C0823,Song_523,750.0,2024-04-21
PMT00824,C0824,Song_524,907.72,2024-07-20
PMT00825,C0825,Song_525,750.0,2024-04-10
PMT00826,C0826,Song_526,500.0,2024-04-20
PMT00827,C0827,Song_527,200.0,2024-02-08
PMT00828,C0828,Song_528,750.0,2024-04-11
PMT00829,C0829,Song_529,500.0,2024-08-10
PMT00830,C0830,Song_530,200.0,2024-03-12
PMT00831,C0831,Song_531,750.0,2024-04-28
PMT00832,C0832,Song_532,217.16,2024-08-28
PMT00833,C0833,Song_533,200.0,2024-02-28
PMT00834,C0834,Song_534,200.0,2024-04-01
PMT00835,C0835,Song_535,750.0,2024-07-16
PMT00836,C0836,Song_536,200.0,2024-04-29
PMT00837,C0837,Song_537,200.0,2024-07-03
PMT00838,C0838,Song_538,200.0,2024-09-21
PMT00839,C0839,Song_539,200.0,2024-09-17
PMT00840,C0840,Song_540,750.0,2024-03-11
PMT00841,C0841,Song_541,750.0,2024-02-12
PMT00842,C0842,Song_542,-347.67,2024-05-05
PMT00843,C0843,Song_543,750.0,2024-05-11
PMT00844,C0844,Song_544,200.0,2024-06-25
PMT00845,C0845,Song_545,750.0,2024-08-11
PMT00846,C0846,Song_546,750.0,2024-02-15
PMT00847,C0847,Song_547,500.0,2024-05-25
PMT00848,C0848,Song_548,200.0,2024-09-04
PMT00849,C0849,Song_549,750.0,2024-07-08
PMT00850,C0850,Song_550,500.0,2024-01-17
PMT00851,C0851,Song_551,500.0,2024-03-26
PMT00852,C0852,Song_552,750.0,2024-04-20
PMT00853,C0853,Song_553,25.86,2024-01-26
PMT00854,C0854,Song_554,500.0,2024-08-09
PMT00855,C0855,Song_555,236.07,2024-03-28
PMT00856,C0856,Song_556,500.0,2024-06-07
PMT00857,C0857,Song_557,200.0,2024-09-18
PMT00858,C0858,Song_558,750.0,2024-03-20
PMT00859,C0859,Song_559,500.0,2024-07-08
PMT00860,C0860,Song_560,540.53,2024-01-16
PMT00861,C0861,Song_561,241.06,2024-08-06
PMT00862,C0862,Song_562,750.0,2024-09-21
PMT00863,C0863,Song_563,500.0,2024-02-21
PMT00864,C0864,Song_564,500.0,2024-03-31
PMT00865,C0865,Song_565,750.0,2024-09-06
PMT00866,C0866,Song_566,750.0,2024-04-05
PMT00867,C0867,Song_567,500.0,2024-07-26
PMT00868,C0868,Song_568,750.0,2024-01-03
PMT00869,C0869,Song_569,287.21,2024-03-26
PMT00870,C0870,Song_570,500.0,2024-07-01
PMT00871,C0871,Song_571,750.0,2024-05-19
PMT00872,C0872,Song_572,500.0,2024-04-03
PMT00873,C0873,Song_573,500.0,2024-02-25
PMT00874,C0874,Song_574,750.0,2024-08-05
PMT00875,C0875,Song_575,750.0,2024-08-04
PMT00876,C0876,Song_576,500.0,2024-09-09
PMT00877,C0877,Song_577,500.0,2024-02-03
PMT00878,C0878,Song_578,500.0,2024-06-11
PMT00879,C0879,Song_579,200.0,2024-03-07
PMT00880,C0880,Song_580,200.0,2024-08-19
PMT00881,C0881,Song_581,500.0,2024-07-18
PMT00882,C0882,Song_582,500.0,2024-07-21
PMT00883,C0883,Song_583,500.0,2024-08-06
PMT00884,C0884,Song_584,750.0,2024-01-14
PMT00885,C0885,Song_585,750.0,2024-09-16
PMT00886,C0886,Song_586,200.0,2024-02-11
PMT00887,C0887,Song_587,500.0,2024-03-09
PMT00888,C0888,Song_588,500.0,2024-05-24
PMT00889,C0889,Song_589,200.0,2024-06-29
PMT00890,C0890,Song_590,200.0,2024-04-16
PMT00891,C0891,Song_591,200.0,2024-09-24
PMT00892,C0892,Song_592,200.0,2024-02-04
PMT00893,C0893,Song_593,-109.2,2024-01-20
PMT00894,C0894,Song_594,-5.5,2024-02-12
PMT00895,C0895,Song_595,200.0,2024-01-12
PMT00896,C0896,Song_596,200.0,2024-07-05
PMT00897,C0897,Song_597,750.0,2024-09-01
PMT00898,C0898,Song_598,750.0,2024-07-12
PMT00899,C0899,Song_599,500.0,2024-06-14
PMT00900,C0900,Song_600,200.0,2024-02-01
PMT00901,C0901,Song_601,750.0,2024-03-17
PMT00902,C0902,Song_602,750.0,2024-06-06
PMT00903,C0903,Song_603,200.0,2024-02-02
PMT00904,C0904,Song_604,106.49,2024-07-29
PMT00905,C0905,Song_605,200.0,2024-02-01
PMT00906,C0906,Song_606,750.0,2024-01-07
PMT00907,C0907,Song_607,500.0,2024-04-30
PMT00908,C0908,Song_608,200.0,2024-09-17
PMT00909,C0909,Song_609,750.0,2024-07-01
PMT00910,C0910,Song_610,750.0,2024-02-20
PMT00911,C0911,Song_611,750.0,2024-06-06
PMT00912,C0912,Song_612,200.0,2024-08-03
PMT00913,C0913,Song_613,500.0,2024-01-03
PMT00914,C0914,Song_614,500.0,2024-07-25
PMT00915,C0915,Song_615,200.0,2024-08-18
PMT00916,C0916,Song_616,750.0,2024-08-14
PMT00917,C0917,Song_617,200.0,2024-03-29
PMT00918,C0918,Song_618,500.0,2024-05-25
PMT00919,C0919,Song_619,500.0,2024-03-07
PMT00920,C0920,Song_620,750.0,2024-05-01
PMT00921,C0921,Song_621,500.0,2024-06-13
PMT00922,C0922,Song_622,750.0,2024-08-09
PMT00923,C0923,Song_623,750.0,2024-07-01
PMT00924,C0924,Song_624,750.0,2024-04-11
PMT00925,C0925,Song_625,4.3,2024-02-19
PMT00926,C0926,Song_626,500.0,2024-04-30
PMT00927,C0927,Song_627,500.0,2024-07-03
PMT00928,C0928,Song_628,500.0,2024-07-24
PMT00929,C0929,Song_629,200.0,2024-08-14
PMT00930,C0930,Song_630,750.0,2024-05-10
PMT00931,C0931,Song_631,750.0,2024-02-12
PMT00932,C0932,Song_632,200.0,2024-08-30
PMT00933,C0933,Song_633,500.0,2024-06-04
PMT00934,C0934,Song_634,750.0,2024-01-11
PMT00935,C0935,Song_635,750.0,2024-04-03
PMT00936,C0936,Song_636,750.0,2024-06-09
PMT00937,C0937,Song_637,200.0,2024-08-16
PMT00938,C0938,Song_638,500.0,2024-02-13
PMT00939,C0939,Song_639,500.0,2024-02-10
PMT00940,C0940,Song_640,200.0,2024-09-21
PMT00941,C0941,Song_641,750.0,2024-05-11
PMT00942,C0942,Song_642,200.0,2024-02-23
PMT00943,C0943,Song_643,200.0,2024-05-24
PMT00944,C0944,Song_644,500.0,2024-02-27
PMT00945,C0945,Song_645,200.0,2024-02-19
PMT00946,C0946,Song_646,500.0,2024-02-27
PMT00947,C0947,Song_647,500.0,2024-09-06
PMT00948,C0948,Song_648,108.62,2024-02-06
PMT00949,C0949,Song_649,500.0,2024-05-29
PMT00950,C0950,Song_650,750.0,2024-01-17
PMT00951,C0951,Song_651,750.0,2024-02-10
PMT00952,C0952,Song_652,500.0,2024-09-12
PMT00953,C0953,Song_653,500.0,2024-08-23
PMT00954,C0954,Song_654,500.0,2024-04-28
PMT00955,C0955,Song_655,750.0,2024-06-03
PMT00956,C0956,Song_656,-1322.47,2024-03-27
PMT00957,C0957,Song_657,500.0,2024-04-24
PMT00958,C0958,Song_658,750.0,2024-04-17
PMT00959,C0959,Song_659,750.0,2024-07-27
PMT00960,C0960,Song_660,500.0,2024-04-16
PMT00961,C0961,Song_661,200.0,2024-09-03
PMT00962,C0962,Song_662,500.0,2024-02-25
PMT00963,C0963,Song_663,200.0,2024-06-09
PMT00964,C0964,Song_664,750.0,2024-05-29
PMT00965,C0965,Song_665,750.0,2024-08-01
PMT00966,C0966,Song_666,500.0,2024-01-11
PMT00967,C0967,Song_667,106.6,2024-09-17
PMT00968,C0968,Song_668,-258.37,2024-06-07
PMT00969,C0969,Song_669,500.0,2024-04-22
PMT00970,C0970,Song_670,500.0,2024-02-25
PMT00971,C0971,Song_671,500.0,2024-06-12
PMT00972,C0972,Song_672,750.0,2024-01-22
PMT00973,C0973,Song_673,750.0,2024-09-21
PMT00974,C0974,Song_674,200.0,2024-03-04
PMT00975,C0975,Song_675,750.0,2024-02-22
PMT00976,C0976,Song_676,200.0,2024-02-20
PMT00977,C0977,Song_677,200.0,2024-05-23
PMT00978,C0978,Song_678,200.0,2024-06-02
PMT00979,C0979,Song_679,500.0,2024-06-07
PMT00980,C0980,Song_680,750.0,2024-05-23
PMT00981,C0981,Song_681,500.0,2024-08-26
PMT00982,C0982,Song_682,750.0,2024-05-09
PMT00983,C0983,Song_683,500.0,2024-07-30
PMT00984,C0984,Song_684,500.0,2024-02-12
PMT00985,C0985,Song_685,612.18,2024-04-27
PMT00986,C0986,Song_686,500.0,2024-06-23
PMT00987,C0987,Song_687,750.0,2024-05-01
PMT00988,C0988,Song_688,839.26,2024-02-03
PMT00989,C0989,Song_689,750.0,2024-09-19
PMT00990,C0990,Song_690,750.0,2024-01-11
PMT00991,C0991,Song_691,500.0,2024-03-06
PMT00992,C0992,Song_692,750.0,2024-01-24
PMT00993,C0993,Song_693,500.0,2024-06-08
PMT00994,C0994,Song_694,200.0,2024-09-11
PMT00995,C0995,Song_695,750.0,2024-05-10
PMT00996,C0996,Song_696,750.0,2024-03-09
PMT00997,C0997,Song_697,200.0,2024-07-31
PMT00998,C0998,Song_698,750.0,2024-09-10
PMT00999,C0999,Song_699,-352.48,2024-09-17
PMT01000,C1000,Song_700,750.0,2024-08-14
