audit_id,contract_id,content_id,studio,expected_payment,actual_payment,difference,violation,timestamp,proof_hash
AUD00144,C0144,Movie_144,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,8799be343caa79fd88b717e18868bb7ce837c2d6bcf369e324983baf89750c61
AUD00145,C0145,Movie_145,Universal,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,28fa5fed8c93863091294f78cf4d6bd928eb5c13d09e51f2e4484f8c93887fc0
AUD00146,C0146,Movie_146,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,654916518bf41501466f181d2c0f58617593641a3076f5f633b4570aba6f6f15
AUD00147,C0147,Movie_147,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,6a8896c524aa9eca3a44e9253c5252faef0774440b68ba7a96fc9bde3e0cd1e5
AUD00148,C0148,Movie_148,Netflix Originals,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,27427cbc9e937bb505ffcb3512b054f579de6f9f8f0398d88213b08571599398
AUD00149,C0149,Movie_149,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,0adabc52eeaf3180594dc5aa0517bbbb4e5283fe622ae463dd6deab5faaa7070
AUD00150,C0150,Movie_150,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,63992767777abebc78e5811acc498be6545ad79cc8d7516028fe3fd12680a2bd
AUD00151,C0151,Movie_151,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,27b66690803640e195eb4ad805a1edaefa50d81d3460d3154adf1d9408278756
AUD00152,C0152,Movie_152,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,893cbe228bf3bb94a70d91cc078fbd2cbd2c0007333c726862bc247cee389602
AUD00153,C0153,Movie_153,Sony Music,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,7195d8826b7e3493b5a04a326bd4cd390a387733eb19885009e006efff03a7d7
AUD00154,C0154,Movie_154,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,21fb81faa101845c784a5b5ebf08c0dd0425268236b8784bd61cadc7129f50e3
AUD00155,C0155,Movie_155,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,8b08ec91f3482e313dbfcd8e8b1dc472848965986fb5faa0e2e0b2d2fe5a8a23
AUD00156,C0156,Movie_156,Indie Label,500.0,22.84,477.16,UNDERPAYMENT,2026-04-02T02:19:27.627697,8348876033f5af25223e8103345e2a1a7e4e64b1f9665e71111b0ebe1f6cb2b8
AUD00157,C0157,Movie_157,Paramount,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,7908bdabac084c710f1dabbb90c6c5867cb2a71a9785062622f03b4c1098dedd
AUD00158,C0158,Movie_158,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,1704746b7aa75eea04492d7c78c789a73957ff160e2e165e4c9621d71bbfc569
AUD00159,C0159,Movie_159,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,042e4ac4da687b1c2e9782a5894a522a81184e2b81bd9a351e7b4c050d737c5d
AUD00160,C0160,Movie_160,Netflix Originals,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,758a63754b92c11a1b6ddf72bd9df46cc16716b8be7d039af6133b7335afcff5
AUD00161,C0161,Movie_161,MGM,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,e6b9dade75d880d118afd5d34476580064734303eb8ea12321d179df6df2b110
AUD00162,C0162,Movie_162,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,5b384ec8fd58ec89fdd21932bf42b45fb416aa57351b00e254f76f99a03f946c
AUD00163,C0163,Movie_163,Disney,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,2c93d25dcda0ffe2b0523d2ae6869989d79d820e536505db6d6dad2f2117540a
AUD00164,C0164,Movie_164,Sony Music,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,ebbf4c5d73a76dcb292b94f3c7746bfbcc4fcee978596d5469db6dd3d8052a03
AUD00165,C0165,Movie_165,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,93a3b8fd8cb1d1a552af9685c7ecc62cd4adb2099d0ee1a4171a98692e2e03b0
AUD00166,C0166,Movie_166,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,b8d977d6213558cd5ba5e619d83004bb2294d5087d48d59a0aab33d6ee9c6edb
AUD00167,C0167,Movie_167,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,63e61e632994161f6ba64b3c76e69a6af7a5fdf99f5cb84ba6a5f6de3fb258f4
AUD00168,C0168,Movie_168,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,f4f0c0eaa361b17e4e9378b4ff38c2efb9e2363b738c304b13450a9be6850a42
AUD00169,C0169,Movie_169,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,545a104fd3b4118ae8e0130913685293fa2873f39a6d8538bd6a9f1a8745ebe7
AUD00170,C0170,Movie_170,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,c18f94e145c43cbfe14c56621b0c1151847aa472286f1445fe5d32505f9d33ee
AUD00171,C0171,Movie_171,A24,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,158b320ef9ade39eb8866d2e181494d34f5a4994d6439aa6ff8c5f611d837b71
AUD00172,C0172,Movie_172,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,6b05774d473d04e7a9bb078f12f5aca2d9d1b917ceaa01bb1c9e4b8fe16d9b1f
AUD00173,C0173,Movie_173,MGM,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,e8e0a5592e53cc9b5957235d2d193dd949417de51d210a4689aae705609c1647
AUD00174,C0174,Movie_174,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,137e877d9f1e58c0e809dbe724845ba8dd0451635a19139fa8d00618616483ac
AUD00175,C0175,Movie_175,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,e1cfcfec586b8e185d537fb827b3a4d8581997c0a1d1d3354efa952f811d33f8
AUD00176,C0176,Movie_176,Paramount,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,a479324d82d6d3e22b3c1fd498534c687fa90367d764908dbb0fd907a486487c
AUD00177,C0177,Movie_177,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,65caf5da5df26e8e22d3a5f04869f320fecabc254ea1beb0e27d3bbacd778284
AUD00178,C0178,Movie_178,Disney,200.0,6.67,193.33,UNDERPAYMENT,2026-04-02T02:19:27.627697,e0890daab4ff42a8499c39cab5e42ee3d9586159ad3ec4e3df0c05773dbdd494
AUD00179,C0179,Movie_179,Lionsgate,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,1dd914fab498c2ba6175b5edc5fbd711282fc85c4153f1280fa127b0725c8ee8
AUD00180,C0180,Movie_180,MGM,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,700ddacdc6b3c9687aed4fcea2db441f00511ee5459baedcbdb5618c4e8a9f2e
AUD00181,C0181,Movie_181,A24,500.0,194.88,305.12,UNDERPAYMENT,2026-04-02T02:19:27.627697,76fa476d707b5d3e4a68dbd3460a9f1901a74c985897c7bdb3f7791375c6d7b1
AUD00182,C0182,Movie_182,A24,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,538e46f19869f15233b4f5b93bf260bc5f228cdf265d11fdfea9319ba036f64a
AUD00183,C0183,Movie_183,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,8c6014394bde809867236ff2e9f31dc142f4fbe2296c638efcc2b7370bcb2c07
AUD00184,C0184,Movie_184,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,95ff8217e0f06e467ef14fed024bfe1ac20719a218a4b7bc977c759cd921b979
AUD00185,C0185,Movie_185,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,bfc65ae35818f299059bfc8b9f3c2fc24c79972542b18b2b12f6f94b6fef5127
AUD00186,C0186,Movie_186,A24,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,de8cc2b927a46153a7b73d7d12f8d94146e695fe392bbc3919be0d5a2b74b4e2
AUD00187,C0187,Movie_187,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.627697,94badfce8b4387c17aac3dd287e4dbf3bc22d3c313d2535ac82e516395966bde
AUD00188,C0188,Movie_188,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,23c28f99d0e31a4d2632fdd7bd5b0014a0406c51f77bfc4155af884af3eb5317
AUD00189,C0189,Movie_189,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,972a3ad2a4bd44accf2880551b43fd970bfdea829b3da5f54da35647320d33bc
AUD00190,C0190,Movie_190,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.627697,f6ddf0531ebeb600685f15e41a893ede82af0f09760bcadb46d9c0f174b56e01
AUD00191,C0191,Movie_191,A24,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,fbd35658849b4b70a06298b30208eec075908dd8888155b740a9499c6fdddc6c
AUD00192,C0192,Movie_192,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.627697,d30b3a95a5a1d246e2ea7c53ad935d2941eb8a5810ca241995711874b949dae2
AUD00193,C0193,Movie_193,Lionsgate,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,a989378a7e277daad8cfca69dac4ebdb9d5773bd6df78273469808f7433602e6
AUD00194,C0194,Movie_194,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,4d4e2a34b5db037d3fad06c13abeaa77e5dd7bf6b932b11372536004d0813bf8
AUD00195,C0195,Movie_195,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,0cca59f10db2f9bf6204ae45486563190c321207100ef0ae4df70b7c0eed65f9
AUD00196,C0196,Movie_196,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,8debeb338d48164db7cb2b438e7ed4153dd3ce0846df750c82f48d9a9431b277
AUD00197,C0197,Movie_197,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,464df2a69cb8d67b55b9d12b001b2224fc4a0bb2da6b27f0feda20d483590d69
AUD00198,C0198,Movie_198,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,f86e883bbd3c6a72b3fcfb480ab9ec8c7469270bb4a5ddef02b6a8a559f230f6
AUD00199,C0199,Movie_199,Warner Bros,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,19dc6ac1526d674b6a246e86518513e8500712727027ddf7b6789eea789bb113
AUD00200,C0200,Movie_200,Indie Label,500.0,599.57,-99.57,OVERPAYMENT,2026-04-02T02:19:27.629711,ee15c5666b3cef7449950a3de58d2899cce5c00ce01bd5e53210c0bb506bbf35
AUD00201,C0201,Movie_201,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,0ef033b70d417dde70d459288691fe721f6d4c80b60b299ee474b102aff100b7
AUD00202,C0202,Movie_202,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,6477a449191a29bbf7bcb801add8c03603a3f0fcc443d98d21d4e97628675318
AUD00203,C0203,Movie_203,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,476d37009afa1507c72f0346381ab1459a0aefeae299d046a1dd531e56d1b171
AUD00204,C0204,Movie_204,Lionsgate,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,6a1484ae1993de72d5b88eab39a64db52303a491d6a3242ffa71b748e8f651f1
AUD00205,C0205,Movie_205,Netflix Originals,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,80c013ac8903517f97bd1083cf3bfdd507b31459a2e54694f1a2546ffacde4cf
AUD00206,C0206,Movie_206,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,31051580cc6ecf1a39e595ae1f6899868f8cfacd712060cce74bda629f7cbff6
AUD00207,C0207,Movie_207,Sony Music,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,8cf88dd80d5edbfc522999f79dc8ade81c314d7fa6d2472c05024b263865d180
AUD00208,C0208,Movie_208,MGM,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,df595d7b3d99c69410833836c6a3c18205d8848b810c152fca321e5c4ddf0dba
AUD00209,C0209,Movie_209,A24,500.0,296.1,203.9,UNDERPAYMENT,2026-04-02T02:19:27.629711,26802ebc24a8ecc17a397fc340609450eb5071e6a64f4f802b47a9a2d2cddfdc
AUD00210,C0210,Movie_210,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,4db912ee73cdb50fd4dcc78c259b7fbabb3991ffdbc6ef36915c7a5418003cce
AUD00211,C0211,Movie_211,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,296d8a6fc86fb43575d4437f502ff8e3862a04b0c1c085c7470d787d2a2f3787
AUD00212,C0212,Movie_212,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,12860996925111172592d78eaf4793670ab2e1f5839439413ee31a80101e99c5
AUD00213,C0213,Movie_213,A24,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,c4b8d0fa65554fea3abae5edd757fa609da0a1273eda757d670e1e9882b2aefe
AUD00214,C0214,Movie_214,Lionsgate,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,9c9c5d9b5d27ac635470b5389384a9b57402bd885393b45bd9bb0a13dd233990
AUD00215,C0215,Movie_215,Warner Bros,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,9461a662048d0e3f3e122a5dba027f417808e7c061d78ec508bbf83ae12d667f
AUD00216,C0216,Movie_216,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,74e2f66be8fc2e96df708ef8ed00ab5a8241ee4e70da04d08b13d3e91e307aae
AUD00217,C0217,Movie_217,Paramount,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,5328f3f751e78377a209d139076ad931b429a23c73189f2be3edeecd8d33cc9c
AUD00218,C0218,Movie_218,MGM,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,c0ce815e5a7e1d5c5b3d31374234f3d7cb220b9e7befb741e56c636dcadad9f2
AUD00219,C0219,Movie_219,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,0572dbc03084409c0d80f7552bb5ab445f081b1401cca578c6cbec2bc35ee061
AUD00220,C0220,Movie_220,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,fc3bef236801f7b648f3c1102f70f8793ac58675371b55a9efe26f068c73fd55
AUD00221,C0221,Movie_221,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,3656350db41cf1c60b686650896aa98a000e85df94a2931c56ea4189c91c4c21
AUD00222,C0222,Movie_222,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,35167c49d78da39b33b5a803bd8bfaa73afc64855bc3bba03bc1196c424c1cf0
AUD00223,C0223,Movie_223,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,4031000194cce7ef50a309950882489072245c1d1b3c259f1f8fc7072933e55c
AUD00224,C0224,Movie_224,Paramount,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,48aed47be4a8633ffcfdb437aaec39cc419e09b6baf96fb21b5c02a4f17d5b6a
AUD00225,C0225,Movie_225,Disney,750.0,-1983.71,2733.71,EXPIRED_LICENSE,2026-04-02T02:19:27.629711,a1c4412758b4f2f94046a095854f146c732f26965a34d428e82416a9090471b4
AUD00226,C0226,Movie_226,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,bf90c646a79ab716ad4d6ea912e3da0fb688fad274e1b69682de3e38789dd3ff
AUD00227,C0227,Movie_227,A24,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.629711,9f8ea60d1a4dfdb73862d39f7925c159d4ca1be1a664886672f92c2530bf6daf
AUD00228,C0228,Movie_228,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,646e5ab4e3b534230b6361f3a9d11e7db4f78c0c1c1b63b5155a12a3d17353a2
AUD00229,C0229,Movie_229,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,f6f9780711530c69708f222dd05b51ed8431d66260016b285315187df52bf390
AUD00230,C0230,Movie_230,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,85f12d9abfc42e3a664c3dc9430d3bb7946c502959ecd1ac65705171d75cf6e5
AUD00231,C0231,Movie_231,Warner Bros,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.629711,df7a3532818998d64e1f7aeaf2bbfb9cdcea39be4f8192f69e05b957e0e5e45d
AUD00232,C0232,Movie_232,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.629711,dbb98314578ee88b4c78e195a97d95f9334d432e78c5dcdf4fce773849d9a875
AUD00233,C0233,Movie_233,Lionsgate,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,fa23ffdd8ef11b63a440e41649ffb27e084904475e1c2122bc0f0ff931c90ba6
AUD00234,C0234,Movie_234,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,596769c4f73572452b8c250b3352880f1bd5db3603a7eb1a39b7456ac29f4d51
AUD00235,C0235,Movie_235,MGM,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,714b61d879fd06a4f8ca3888488238d0e56b62a74c1c94c2de2dc5f4c6a43266
AUD00236,C0236,Movie_236,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,098de3009b9a9c5894e16be54d20dfcaf3a4c2b0130de6f396cded426065017f
AUD00237,C0237,Movie_237,Indie Label,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,db51d9b5f1e21c29f70e6592f0556dbf654fd693dc53d0130715ad6f95d77964
AUD00238,C0238,Movie_238,Warner Bros,200.0,-165.51,365.51,TERRITORY_VIOLATION,2026-04-02T02:19:27.630616,f40b768d263ee754d2cc8d10de5a70e46b11c076fcfee25d62ab87f26ec058a9
AUD00239,C0239,Movie_239,Sony Music,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,939f65f05e8e560cd588dabf92e35a94db9394b72dc285ca3e59b3f2aacce55f
AUD00240,C0240,Movie_240,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,2a0dd334066a1d63dd35537a59972e97be601ac209854247270b09a71bc46c76
AUD00241,C0241,Movie_241,A24,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,81e8ca277c4ebb0ee8b34a15fcffbf08e2a571895fa19f9e4ccaa3a34949521b
AUD00242,C0242,Movie_242,Netflix Originals,500.0,631.86,-131.86,OVERPAYMENT,2026-04-02T02:19:27.630616,1e817c4a0671343e68b05c77f46e93c7c65d56b5e10439787b799a9056ca30f4
AUD00243,C0243,Movie_243,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,e7f6a45c47a0f361bc9761b535e53f970ad5b597ffb3426d74550cc630b08354
AUD00244,C0244,Movie_244,Sony Music,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,f7225bfa8fc4aeb49327e28fbe34a7a04366bae4745af3a4f150efe5defeac86
AUD00245,C0245,Movie_245,Disney,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,fd27eae018745d1f0642f7563c3c841b556211a47fcc41959f7758d0bf2f26a8
AUD00246,C0246,Movie_246,Lionsgate,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,83cdb9a77117552518bea6e55c4329d7b63143f1b8710e4511322f0c1d3064ce
AUD00247,C0247,Movie_247,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,72dbb436885933abc8f7e0fd52449d397c2ac4ee51c6ad9337e715c48903e5d6
AUD00248,C0248,Movie_248,Warner Bros,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,afda5a66a6ecfece77d745d4ad3309e96d54e5d6f1539f83d46386a329b41825
AUD00249,C0249,Movie_249,A24,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,6c04763daa8db18399b8e623bc9d36b1538b8ee3b9511fac0c87096e32ef951c
AUD00250,C0250,Movie_250,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,b969c6fece0d9a0d4c609fefa16eed995d15d3ee83a521c018918783b4e20091
AUD00251,C0251,Movie_251,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,7a3e4e068946fc2edbe716c0dd24d8b6fc02d3314554032aa6775964a70bcb47
AUD00252,C0252,Movie_252,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,08b9ca27f248e1c362ee203a6f7601c5dff04790964df8fa0da5ca9ce1a2ebe7
AUD00253,C0253,Movie_253,Indie Label,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,7f4b61229ed57d38d54b53f976d9ccd3e80b186b00af26cfab5a3b70aa783672
AUD00254,C0254,Movie_254,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,85e65d50cdc60215401ed2706a81492dc188040bb0f84ccd944a3a153cd07706
AUD00255,C0255,Movie_255,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,d255d61782a012b1dee00c2980d3047236fb77f3e57f08a26c6993f68cd21fc5
AUD00256,C0256,Movie_256,Universal,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,94ce072347b439b3ec91fc39170ba243e209d927f006ca331ecfb7f7c61cdfe3
AUD00257,C0257,Movie_257,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,0898e4a34809e707d2efd08f55e4a7e570e9c6b60b298c1748465a61e54cbe60
AUD00258,C0258,Movie_258,Netflix Originals,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,863ce35015174a5b305b720bae5f747e8dd2c325278620ebea2ac2fb3ad65104
AUD00259,C0259,Movie_259,MGM,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,cb43c9d48a6dfc41b1541755efac2cd86bf8e18f57c7cd9f28cf5c3ae2fc5dc6
AUD00260,C0260,Movie_260,Warner Bros,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,09c3237b3f188661d025de71ddf6f45d7d9a52154a15e34669f4ec2b7165efa6
AUD00261,C0261,Movie_261,A24,750.0,35.96,714.04,UNDERPAYMENT,2026-04-02T02:19:27.630616,64e4739a5391ec1bd2dae9c3b5a84b437492f07345a58d9f0aaf74915e4a4486
AUD00262,C0262,Movie_262,Warner Bros,500.0,141.78,358.22,UNDERPAYMENT,2026-04-02T02:19:27.630616,144a27e7da6d09a283f71be9cb388c247874b61f3af61e5366795f5e474b151e
AUD00263,C0263,Movie_263,Paramount,500.0,633.28,-133.28,OVERPAYMENT,2026-04-02T02:19:27.630616,bc2ebf60e5e20c6199cb00aa61fe9c67bb915caba9e3f57570eada3d10392a39
AUD00264,C0264,Movie_264,Netflix Originals,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,d98aed5ee2080cadf69b9e6c43dc8892d73ff01523f96aaca9554f2b246a9111
AUD00265,C0265,Movie_265,Sony Music,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,ec47542a17f80847c3898169609b5aa16a136f85669cb6d7050b9a884543c502
AUD00266,C0266,Movie_266,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,e9051d2fd11f783f090db333b6e905aa158ea8b244c9efac9fa1c64a19452a87
AUD00267,C0267,Movie_267,Sony Music,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,b1cc9cf86a57ea036575dc573cad4974f9544a52ffca23e5d91f4fd38fdea297
AUD00268,C0268,Movie_268,A24,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,520927ff829bb63599ac1182a1f02a752cdc947a4d3107a663c0b24adf1f046f
AUD00269,C0269,Movie_269,Paramount,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,c7844fd9a63571a43aa494d0d981c4a6934623866e052862bfee33e04c7f3db6
AUD00270,C0270,Movie_270,Warner Bros,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,978456b03f098c5be3ae4eab0592a9dab4d56a5d05ff8d4e3c21f067f5704fa0
AUD00271,C0271,Movie_271,Warner Bros,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,4aeff885e00a7480e03f93a42f849c4c1f72621358676b8551c1e68b783496ed
AUD00272,C0272,Movie_272,Sony Music,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,22896f33f35092b7b48c0bb309e76fb26c44b4da34c4baff29fb91fc58ba418e
AUD00273,C0273,Movie_273,Netflix Originals,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,3a620158db419c60b6058d3a79a93defad73c9168b64b912a0a3f2decab8d7b6
AUD00274,C0274,Movie_274,MGM,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,8291c561fe0e307a83bf55134f9ac414f02f74c0edf5d0b83ec9d0e40d5b35ad
AUD00275,C0275,Movie_275,Indie Label,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,72a161f9ad61ae5632c65d290c3c54a3c068c96a56a2f436c2e8936c9da344c7
AUD00276,C0276,Movie_276,Lionsgate,500.0,-143.0,643.0,TERRITORY_VIOLATION,2026-04-02T02:19:27.630616,aea16c4e7cdaadeedc3ee7e37b678c6e0e1a90739356968997355c22cb7fce80
AUD00277,C0277,Movie_277,Lionsgate,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,8f8133d9df963aa02a3bd1798411340427615dfad1579f886b952fb1d55a0a6f
AUD00278,C0278,Movie_278,Universal,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,0094f7474f3c12ff78de9b5c2cc4cf4a59ea7f60f4276e646a95a3ca5136cdb8
AUD00279,C0279,Movie_279,MGM,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,41066c944284d3d2303213be791f70e7c176feec940a64ecf34697546a63fdc9
AUD00280,C0280,Movie_280,Netflix Originals,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,ce5aaf5c026e0e449cc7d5f8c16540d308537b1a4df86684dda62faf5b5d815d
AUD00281,C0281,Movie_281,Disney,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,6772c37edcd1292b065e306a827438485c44ab5f608ded73da2c7fdfbe59c5aa
AUD00282,C0282,Movie_282,Paramount,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,fa34759addf89047442ed9c5169e6243c7ed7fffc1fe4532390169859fb211df
AUD00283,C0283,Movie_283,Disney,200.0,200.0,0.0,NONE,2026-04-02T02:19:27.630616,8455b4af3c3964dd545ad8c4e1fc810265f4023d08947746ddf6e24f4f27732b
AUD00284,C0284,Movie_284,MGM,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,1c0ae894172c19899e3faa5758f3ebad9bae1addc5e9b1fa0245a788ca745b02
AUD00285,C0285,Movie_285,Disney,750.0,750.0,0.0,NONE,2026-04-02T02:19:27.630616,b67eedada60e748dd6e33d352b738d6152261aec58746ec4650841db1841c436
AUD00286,C0286,Movie_286,A24,500.0,500.0,0.0,NONE,2026-04-02T02:19:27.630616,ddb16297b1362c5296f5e02bc8fa41b0ba359b27ad96fe967b99eeb397842a35
