contract_id,content_id,studio,royalty_rate,rate_per_play,territory,start_date,end_date,tier_threshold,tier_rate,min_guarantee
C0241,Movie_241,A24,11.5,0.0583,"IN,BR",2023-05-28,2024-06-23,250000,0.0398,500.0
C0242,Movie_242,Netflix Originals,17.5,0.0727,"IN,BR",2023-03-04,2024-09-22,50000,0.0477,500.0
C0243,Movie_243,Paramount,15.5,0.0342,"US,CA",2023-05-28,2024-02-12,50000,0.0229,200.0
C0244,Movie_244,Sony Music,9.1,0.0753,"IN,JP,DE",2023-10-03,2025-01-02,250000,0.0556,750.0
C0245,Movie_245,Disney,8.5,0.0569,US,2023-05-05,2023-12-22,100000,0.0395,500.0
C0246,Movie_246,Lionsgate,17.8,0.0577,"US,CA,UK",2023-08-30,2024-06-07,50000,0.0339,500.0
C0247,Movie_247,Paramount,11.2,0.0555,"US,CA,UK",2023-09-01,2025-06-30,250000,0.0419,200.0
C0248,Movie_248,Warner Bros,17.1,0.0475,"IN,JP,DE",2023-02-15,2024-04-07,50000,0.0354,500.0
C0249,Movie_249,A24,9.9,0.0798,"IN,JP,DE",2023-04-01,2023-11-04,250000,0.0524,500.0
C0250,Movie_250,Netflix Originals,10.8,0.0498,"US,CA",2023-01-05,2024-05-04,250000,0.0288,750.0
C0251,Movie_251,Disney,16.1,0.0696,"UK,FR,AU",2023-09-10,2024-07-23,100000,0.0471,200.0
C0252,Movie_252,Netflix Originals,15.9,0.0603,"US,CA,UK",2023-08-23,2024-11-08,250000,0.0334,750.0
C0253,Movie_253,Indie Label,16.3,0.0528,"IN,JP,DE",2023-04-09,2024-04-02,250000,0.0381,500.0
C0254,Movie_254,Netflix Originals,17.4,0.0229,"US,CA",2023-07-25,2024-04-27,50000,0.0135,500.0
C0255,Movie_255,Paramount,13.8,0.0628,"JP,DE",2023-05-01,2025-01-27,250000,0.0507,200.0
C0256,Movie_256,Universal,12.7,0.0585,"IN,BR",2023-12-01,2025-06-01,50000,0.0332,500.0
C0257,Movie_257,Paramount,11.7,0.0583,"US,CA,UK",2023-09-15,2025-01-25,50000,0.0421,200.0
C0258,Movie_258,Netflix Originals,12.2,0.0418,US,2023-09-02,2024-08-03,250000,0.0342,500.0
C0259,Movie_259,MGM,16.7,0.0633,"IN,JP,DE",2023-10-03,2024-11-09,50000,0.0464,750.0
C0260,Movie_260,Warner Bros,16.3,0.0155,"JP,DE",2023-09-28,2025-03-31,250000,0.0109,200.0
C0261,Movie_261,A24,9.2,0.0215,"UK,FR,AU",2023-10-02,2024-08-30,50000,0.0168,750.0
C0262,Movie_262,Warner Bros,12.5,0.0729,"UK,FR,AU",2023-09-08,2024-06-07,250000,0.0489,500.0
C0263,Movie_263,Paramount,15.2,0.0491,"JP,DE",2023-10-16,2024-06-11,100000,0.0359,500.0
C0264,Movie_264,Netflix Originals,15.0,0.0505,"IN,JP,DE",2023-01-02,2024-02-09,250000,0.0284,200.0
C0265,Movie_265,Sony Music,15.7,0.0301,"US,CA",2023-08-30,2024-03-29,250000,0.018,750.0
C0266,Movie_266,Indie Label,11.8,0.0414,"JP,DE",2023-07-11,2025-02-01,250000,0.033,750.0
C0267,Movie_267,Sony Music,17.9,0.0557,"IN,JP,DE",2023-10-04,2024-08-15,100000,0.0359,750.0
C0268,Movie_268,A24,14.7,0.0629,US,2023-04-25,2023-10-25,250000,0.0512,500.0
C0269,Movie_269,Paramount,9.9,0.0273,"UK,FR,AU",2023-07-14,2024-09-01,250000,0.0176,200.0
C0270,Movie_270,Warner Bros,10.4,0.053,"US,CA",2023-12-05,2025-08-05,50000,0.0425,200.0
C0271,Movie_271,Warner Bros,10.4,0.0518,"UK,FR,AU",2023-01-18,2024-10-16,50000,0.0383,500.0
C0272,Movie_272,Sony Music,13.0,0.0628,"JP,DE",2023-04-30,2024-06-05,100000,0.0477,200.0
C0273,Movie_273,Netflix Originals,10.4,0.0504,"IN,JP,DE",2023-10-22,2025-03-11,50000,0.0382,750.0
C0274,Movie_274,MGM,16.8,0.031,"UK,FR,AU",2023-04-24,2024-12-17,50000,0.0176,750.0
C0275,Movie_275,Indie Label,15.9,0.0133,"US,CA,UK",2023-08-07,2025-06-24,100000,0.0086,750.0
C0276,Movie_276,Lionsgate,12.7,0.031,"JP,DE",2023-07-29,2024-06-25,50000,0.0186,500.0
C0277,Movie_277,Lionsgate,12.1,0.0664,"IN,JP,DE",2023-12-29,2024-11-20,100000,0.0529,750.0
C0278,Movie_278,Universal,17.2,0.027,"UK,FR,AU",2023-03-10,2024-10-07,100000,0.0163,200.0
C0279,Movie_279,MGM,8.4,0.0288,"UK,FR,AU",2023-04-08,2023-11-26,50000,0.0211,200.0
C0280,Movie_280,Netflix Originals,11.0,0.0436,"IN,JP,DE",2023-10-28,2024-12-03,50000,0.0342,200.0
C0281,Movie_281,Disney,12.0,0.074,US,2023-03-02,2024-12-31,50000,0.0546,750.0
C0282,Movie_282,Paramount,10.6,0.0426,"IN,BR",2023-05-25,2024-12-14,250000,0.0309,500.0
C0283,Movie_283,Disney,11.7,0.0633,"JP,DE",2023-02-20,2024-12-11,100000,0.0403,200.0
C0284,Movie_284,MGM,13.8,0.0111,"UK,FR,AU",2023-04-24,2024-03-18,100000,0.0078,500.0
C0285,Movie_285,Disney,13.0,0.0261,US,2023-04-11,2024-09-09,250000,0.0184,750.0
C0286,Movie_286,A24,12.6,0.0777,"IN,BR",2023-05-12,2025-03-22,250000,0.0562,500.0
C0287,Movie_287,Warner Bros,13.2,0.0229,US,2023-03-13,2025-01-21,50000,0.0181,750.0
C0288,Movie_288,Universal,15.1,0.0196,"US,CA",2023-01-04,2024-08-28,50000,0.0141,200.0
C0289,Movie_289,MGM,17.1,0.0142,"UK,FR,AU",2023-08-22,2025-03-06,250000,0.0103,500.0
C0290,Movie_290,Lionsgate,15.2,0.0486,"US,CA",2023-01-04,2024-12-28,250000,0.0269,500.0
C0291,Movie_291,Universal,17.2,0.0664,"US,CA",2023-09-15,2025-05-27,250000,0.0528,200.0
C0292,Movie_292,Indie Label,8.8,0.0277,US,2023-04-09,2025-03-28,100000,0.0179,500.0
C0293,Movie_293,Universal,14.5,0.031,"UK,FR,AU",2023-05-05,2024-06-19,250000,0.024,200.0
C0294,Movie_294,Warner Bros,15.0,0.0364,"US,CA",2023-07-27,2025-02-14,50000,0.0247,500.0
C0295,Movie_295,Universal,16.9,0.0496,"IN,JP,DE",2023-08-11,2025-01-11,50000,0.0388,200.0
C0296,Movie_296,Paramount,17.0,0.029,US,2023-12-21,2025-10-17,250000,0.0232,750.0
C0297,Movie_297,Sony Music,15.5,0.0111,"US,CA",2023-04-02,2024-08-16,250000,0.0067,500.0
C0298,Movie_298,Indie Label,14.8,0.0495,"US,CA",2023-06-03,2024-05-14,250000,0.0348,500.0
C0299,Movie_299,Warner Bros,9.0,0.0451,"JP,DE",2023-03-13,2023-11-28,50000,0.0367,200.0
C0300,Movie_300,Paramount,15.8,0.0778,"IN,BR",2023-11-06,2025-06-14,100000,0.0496,500.0
C0301,Song_001,Indie Label,8.9,0.0402,US,2023-07-02,2025-01-16,250000,0.0295,500.0
C0302,Song_002,Sony Music,15.4,0.0157,"IN,JP,DE",2023-05-07,2024-01-17,100000,0.0093,500.0
C0303,Song_003,Paramount,9.0,0.076,"US,CA",2023-02-16,2023-08-20,50000,0.0509,200.0
C0304,Song_004,Netflix Originals,13.5,0.0386,"JP,DE",2023-08-18,2025-07-22,250000,0.0215,750.0
C0305,Song_005,Universal,15.2,0.0109,"IN,JP,DE",2023-06-16,2025-01-10,250000,0.0072,200.0
C0306,Song_006,Paramount,11.0,0.058,"UK,FR,AU",2023-09-24,2024-09-11,100000,0.0346,200.0
C0307,Song_007,Universal,11.6,0.0293,"US,CA",2023-03-27,2024-12-11,50000,0.0185,750.0
C0308,Song_008,Warner Bros,17.5,0.0421,"US,CA,UK",2023-09-11,2024-09-25,100000,0.0247,750.0
C0309,Song_009,MGM,9.4,0.0334,"JP,DE",2023-06-18,2025-03-09,100000,0.0257,750.0
C0310,Song_010,Netflix Originals,10.9,0.032,"US,CA,UK",2023-04-13,2025-02-11,250000,0.0259,750.0
C0311,Song_011,Indie Label,11.7,0.0328,"JP,DE",2023-10-22,2024-12-23,250000,0.0205,200.0
C0312,Song_012,A24,17.4,0.0577,"UK,FR,AU",2023-10-07,2024-10-05,50000,0.0403,500.0
C0313,Song_013,Indie Label,14.7,0.0673,"IN,JP,DE",2023-05-30,2024-02-04,50000,0.0515,750.0
C0314,Song_014,Indie Label,8.7,0.0561,"IN,BR",2023-05-04,2024-07-15,250000,0.0417,500.0
C0315,Song_015,Indie Label,13.4,0.0455,"UK,FR,AU",2023-07-25,2025-07-21,100000,0.0363,750.0
C0316,Song_016,Netflix Originals,9.7,0.0177,"IN,JP,DE",2023-10-02,2024-06-25,250000,0.0109,200.0
C0317,Song_017,Indie Label,9.1,0.0777,"UK,FR,AU",2023-11-27,2025-07-08,50000,0.0497,500.0
C0318,Song_018,Disney,12.5,0.0491,US,2023-09-19,2025-08-30,100000,0.0361,500.0
C0319,Song_019,A24,9.0,0.0206,"IN,JP,DE",2023-12-14,2025-11-05,100000,0.0169,200.0
C0320,Song_020,Disney,13.2,0.0318,"US,CA",2023-03-14,2024-08-31,100000,0.0214,500.0
C0321,Song_021,Universal,8.2,0.0323,"US,CA",2023-08-13,2025-05-17,100000,0.0204,750.0
C0322,Song_022,Lionsgate,9.7,0.0751,"US,CA",2023-12-13,2024-11-25,50000,0.0563,500.0
C0323,Song_023,Sony Music,9.9,0.0262,"UK,FR,AU",2023-08-07,2025-05-21,250000,0.0173,500.0
C0324,Song_024,Warner Bros,15.0,0.0415,"JP,DE",2023-01-15,2024-02-01,50000,0.0276,500.0
C0325,Song_025,Lionsgate,9.9,0.0504,"IN,JP,DE",2023-12-27,2024-08-27,100000,0.0386,200.0
C0326,Song_026,Netflix Originals,14.0,0.0569,"JP,DE",2023-02-28,2024-05-21,250000,0.0388,500.0
C0327,Song_027,Sony Music,16.1,0.0346,"UK,FR,AU",2023-02-28,2024-08-17,250000,0.0233,500.0
C0328,Song_028,Disney,11.1,0.057,"UK,FR,AU",2023-10-30,2024-07-22,50000,0.0362,500.0
C0329,Song_029,MGM,11.8,0.0372,"US,CA,UK",2023-03-14,2025-02-14,50000,0.0265,500.0
C0330,Song_030,Sony Music,9.9,0.0488,"US,CA,UK",2023-10-03,2024-09-24,100000,0.0333,750.0
C0331,Song_031,Indie Label,17.6,0.0439,"US,CA",2023-07-03,2024-01-08,250000,0.0265,750.0
C0332,Song_032,A24,9.7,0.0391,"JP,DE",2023-07-29,2025-06-11,250000,0.0304,200.0
C0333,Song_033,Paramount,9.7,0.0123,"IN,JP,DE",2023-04-23,2024-08-14,100000,0.0075,750.0
C0334,Song_034,Lionsgate,16.2,0.0179,"US,CA,UK",2023-09-11,2025-08-14,100000,0.0104,750.0
C0335,Song_035,Universal,15.4,0.0482,"IN,JP,DE",2023-01-22,2024-10-14,250000,0.0394,200.0
C0336,Song_036,Universal,12.4,0.0284,"IN,BR",2023-01-17,2024-10-18,50000,0.0222,200.0
C0337,Song_037,Indie Label,9.7,0.0703,US,2023-10-29,2025-04-20,50000,0.0502,200.0
C0338,Song_038,MGM,13.4,0.0499,"IN,JP,DE",2023-04-16,2023-12-12,100000,0.0346,750.0
C0339,Song_039,Universal,9.4,0.0767,"IN,BR",2023-05-29,2024-08-24,100000,0.0528,200.0
C0340,Song_040,Sony Music,15.1,0.0591,"IN,BR",2023-12-02,2024-10-06,50000,0.0346,750.0
C0341,Song_041,Indie Label,11.8,0.0504,"JP,DE",2023-09-08,2024-07-29,50000,0.0314,750.0
C0342,Song_042,Netflix Originals,12.5,0.0461,"IN,JP,DE",2023-02-17,2024-10-01,100000,0.0288,500.0
C0343,Song_043,Netflix Originals,16.5,0.0612,"UK,FR,AU",2023-01-02,2023-10-04,250000,0.0412,500.0
C0344,Song_044,Paramount,11.4,0.0446,US,2023-08-08,2024-09-07,250000,0.0284,200.0
C0345,Song_045,Warner Bros,9.0,0.0726,"UK,FR,AU",2023-09-06,2025-02-18,100000,0.0549,200.0
C0346,Song_046,Indie Label,10.0,0.042,"US,CA",2023-03-22,2024-12-12,250000,0.0343,200.0
C0347,Song_047,Universal,14.5,0.0712,"US,CA,UK",2023-06-04,2024-05-11,100000,0.056,200.0
C0348,Song_048,Disney,12.3,0.0136,"IN,BR",2023-12-07,2024-11-20,50000,0.0098,750.0
C0349,Song_049,Disney,13.2,0.0434,"US,CA",2023-01-01,2024-02-03,100000,0.0254,200.0
C0350,Song_050,Indie Label,14.9,0.0672,"US,CA",2023-12-23,2025-06-06,100000,0.0549,200.0
C0351,Song_051,Netflix Originals,11.7,0.0612,US,2023-07-16,2024-04-12,100000,0.0354,200.0
C0352,Song_052,MGM,14.5,0.0148,"JP,DE",2023-03-10,2024-01-30,100000,0.0104,500.0
C0353,Song_053,A24,16.6,0.0744,"US,CA,UK",2023-04-20,2024-03-20,50000,0.0533,200.0
C0354,Song_054,Sony Music,10.5,0.0346,US,2023-03-05,2024-09-28,250000,0.023,200.0
C0355,Song_055,Paramount,10.1,0.0645,US,2023-10-11,2025-01-24,250000,0.0475,750.0
C0356,Song_056,Disney,12.9,0.0552,US,2023-07-20,2024-11-13,50000,0.042,200.0
C0357,Song_057,Netflix Originals,17.3,0.047,"JP,DE",2023-11-23,2024-08-01,50000,0.0383,500.0
C0358,Song_058,A24,17.5,0.0356,"IN,JP,DE",2023-10-19,2025-06-20,50000,0.0261,200.0
C0359,Song_059,Warner Bros,17.5,0.0284,"UK,FR,AU",2023-02-04,2023-08-17,100000,0.0159,750.0
C0360,Song_060,Indie Label,8.8,0.0637,"IN,BR",2023-11-18,2025-10-11,250000,0.0423,750.0
C0361,Song_061,Disney,17.7,0.0159,"UK,FR,AU",2023-03-20,2024-06-26,50000,0.0091,750.0
C0362,Song_062,Disney,8.6,0.0317,"IN,BR",2023-07-20,2024-03-23,50000,0.0212,500.0
C0363,Song_063,Sony Music,9.2,0.0317,"US,CA",2023-08-21,2024-04-13,250000,0.0238,200.0
C0364,Song_064,Lionsgate,15.8,0.0447,"US,CA,UK",2023-01-06,2023-12-19,250000,0.0288,500.0
C0365,Song_065,Universal,15.7,0.0625,US,2023-07-10,2024-05-14,50000,0.0491,500.0
C0366,Song_066,MGM,14.3,0.0467,"IN,JP,DE",2023-08-08,2024-11-08,100000,0.029,500.0
C0367,Song_067,Netflix Originals,9.6,0.045,"UK,FR,AU",2023-07-04,2024-02-25,50000,0.0316,750.0
C0368,Song_068,Warner Bros,10.4,0.0619,"US,CA,UK",2023-03-01,2024-04-17,100000,0.0341,500.0
C0369,Song_069,Lionsgate,16.0,0.0752,"JP,DE",2023-03-18,2024-03-15,250000,0.0588,750.0
C0370,Song_070,Netflix Originals,10.7,0.0325,"US,CA,UK",2023-08-03,2024-09-15,50000,0.0215,750.0
C0371,Song_071,Disney,16.0,0.0571,"IN,BR",2023-03-03,2025-01-25,50000,0.0322,500.0
C0372,Song_072,Universal,13.5,0.0641,"US,CA",2023-08-27,2024-12-08,50000,0.0406,500.0
C0373,Song_073,Netflix Originals,13.9,0.0618,US,2023-05-30,2024-10-02,100000,0.038,200.0
C0374,Song_074,Warner Bros,10.3,0.0205,"US,CA,UK",2023-10-07,2024-12-11,100000,0.0164,750.0
C0375,Song_075,Indie Label,16.5,0.0766,"IN,JP,DE",2023-12-22,2024-06-28,250000,0.0422,500.0
C0376,Song_076,Warner Bros,17.7,0.0788,"US,CA",2023-04-16,2025-04-07,50000,0.0523,750.0
C0377,Song_077,Lionsgate,12.1,0.0745,"IN,BR",2023-02-17,2023-09-29,100000,0.059,500.0
C0378,Song_078,Indie Label,8.7,0.0454,"US,CA,UK",2023-02-13,2023-11-17,250000,0.0328,200.0
C0379,Song_079,Netflix Originals,17.3,0.0266,"JP,DE",2023-12-06,2024-10-14,100000,0.0165,750.0
C0380,Song_080,Disney,9.4,0.0417,"IN,JP,DE",2023-06-17,2024-11-03,250000,0.0256,200.0
C0381,Song_081,Universal,13.4,0.0415,US,2023-02-24,2024-02-07,50000,0.0263,500.0
C0382,Song_082,Paramount,16.3,0.0697,"IN,BR",2023-08-26,2024-11-19,250000,0.04,750.0
C0383,Song_083,Netflix Originals,12.0,0.0204,"US,CA",2023-04-21,2024-09-17,50000,0.0151,750.0
C0384,Song_084,A24,13.6,0.0122,"IN,BR",2023-05-14,2024-05-06,250000,0.008,200.0
C0385,Song_085,Warner Bros,8.6,0.0663,"US,CA",2023-08-25,2024-06-04,50000,0.039,200.0
C0386,Song_086,Universal,13.8,0.058,US,2023-07-25,2025-02-05,100000,0.0466,200.0
C0387,Song_087,Sony Music,8.9,0.0732,"US,CA",2023-02-03,2024-02-20,100000,0.049,200.0
C0388,Song_088,Indie Label,13.0,0.0218,"US,CA",2023-08-25,2024-04-12,100000,0.0154,750.0
C0389,Song_089,Paramount,12.5,0.025,"JP,DE",2023-03-30,2024-09-22,50000,0.015,200.0
C0390,Song_090,Lionsgate,12.8,0.0553,"UK,FR,AU",2023-11-14,2025-01-18,50000,0.0379,500.0
C0391,Song_091,Lionsgate,10.5,0.024,"JP,DE",2023-03-12,2024-11-10,250000,0.0189,200.0
C0392,Song_092,Netflix Originals,17.1,0.0436,"JP,DE",2024-01-01,2025-07-01,250000,0.0332,500.0
C0393,Song_093,Warner Bros,17.0,0.0118,"JP,DE",2023-05-19,2024-05-17,100000,0.0084,200.0
C0394,Song_094,Disney,17.7,0.035,"IN,JP,DE",2023-08-30,2025-08-21,50000,0.0248,200.0
C0395,Song_095,Warner Bros,15.6,0.0474,"US,CA,UK",2023-05-04,2024-07-29,50000,0.0362,750.0
C0396,Song_096,Sony Music,9.8,0.0755,"IN,JP,DE",2023-07-18,2025-01-11,250000,0.0617,500.0
C0397,Song_097,Netflix Originals,17.5,0.074,"IN,JP,DE",2023-12-24,2025-06-23,250000,0.0413,200.0
C0398,Song_098,Warner Bros,8.9,0.0479,"UK,FR,AU",2023-04-07,2025-02-19,50000,0.0286,750.0
C0399,Song_099,MGM,10.0,0.0435,US,2023-01-11,2024-12-30,50000,0.0278,500.0
C0400,Song_100,Sony Music,15.7,0.0142,"US,CA,UK",2023-04-01,2024-08-24,250000,0.0084,500.0
C0401,Song_101,Netflix Originals,9.4,0.051,"US,CA",2023-07-11,2025-02-15,50000,0.0327,750.0
C0402,Song_102,Lionsgate,14.9,0.0554,"JP,DE",2023-11-24,2025-10-02,250000,0.0331,500.0
C0403,Song_103,Paramount,9.3,0.0365,US,2023-12-07,2024-11-30,250000,0.0273,200.0
C0404,Song_104,MGM,8.3,0.0696,"US,CA,UK",2023-10-21,2025-05-23,250000,0.0528,500.0
C0405,Song_105,A24,9.4,0.0548,"IN,JP,DE",2023-11-10,2024-12-20,250000,0.0317,200.0
C0406,Song_106,Universal,16.2,0.0218,US,2023-06-27,2024-11-15,250000,0.0172,750.0
C0407,Song_107,Universal,11.5,0.0108,"US,CA,UK",2023-06-21,2025-03-19,50000,0.0066,750.0
C0408,Song_108,Sony Music,16.8,0.0407,"US,CA",2023-01-25,2024-08-22,100000,0.027,500.0
C0409,Song_109,MGM,14.5,0.0171,"IN,BR",2023-10-07,2025-04-23,250000,0.0116,200.0
C0410,Song_110,Warner Bros,11.2,0.0659,US,2023-08-20,2024-05-01,50000,0.0368,200.0
C0411,Song_111,Universal,11.4,0.0213,"IN,BR",2023-03-29,2024-10-13,250000,0.0121,500.0
C0412,Song_112,Indie Label,9.6,0.076,"US,CA,UK",2023-01-16,2024-09-28,50000,0.0452,500.0
C0413,Song_113,Lionsgate,10.7,0.0588,US,2023-04-08,2024-11-27,100000,0.0438,500.0
C0414,Song_114,A24,9.5,0.0375,US,2023-02-19,2023-10-07,100000,0.0262,200.0
C0415,Song_115,A24,10.0,0.0677,"JP,DE",2023-02-14,2024-06-09,50000,0.0487,200.0
C0416,Song_116,Universal,11.1,0.0784,US,2023-11-23,2025-03-15,100000,0.0531,500.0
C0417,Song_117,Sony Music,11.7,0.0164,"JP,DE",2023-12-05,2025-02-28,100000,0.0114,500.0
C0418,Song_118,Disney,16.4,0.0284,US,2023-08-17,2024-03-29,250000,0.0192,200.0
C0419,Song_119,Lionsgate,12.1,0.016,US,2023-12-23,2024-09-27,250000,0.0103,200.0
C0420,Song_120,Lionsgate,14.9,0.0673,"UK,FR,AU",2023-02-01,2024-08-30,100000,0.0446,750.0
C0421,Song_121,Warner Bros,13.0,0.0155,US,2023-09-01,2024-12-30,250000,0.0123,750.0
C0422,Song_122,Sony Music,17.5,0.0184,"US,CA,UK",2023-11-14,2024-10-09,50000,0.0139,200.0
C0423,Song_123,Indie Label,10.0,0.013,"IN,JP,DE",2023-04-09,2024-02-12,250000,0.0074,200.0
C0424,Song_124,Universal,8.9,0.0324,"IN,JP,DE",2023-11-01,2025-01-18,250000,0.0242,500.0
C0425,Song_125,Warner Bros,15.9,0.0464,"UK,FR,AU",2023-06-16,2024-09-20,250000,0.037,750.0
C0426,Song_126,MGM,13.8,0.039,"UK,FR,AU",2023-08-03,2024-05-24,50000,0.023,200.0
C0427,Song_127,Indie Label,10.6,0.0707,"UK,FR,AU",2023-02-21,2024-06-07,250000,0.0557,500.0
C0428,Song_128,Sony Music,14.2,0.0126,"UK,FR,AU",2023-11-08,2025-09-02,250000,0.0079,750.0
C0429,Song_129,Disney,8.5,0.0723,"JP,DE",2023-01-20,2024-08-27,100000,0.0462,500.0
C0430,Song_130,Paramount,16.4,0.0672,"IN,BR",2023-01-11,2024-06-19,250000,0.0425,750.0
C0431,Song_131,Netflix Originals,10.7,0.031,"US,CA",2023-04-27,2024-03-09,100000,0.0233,750.0
C0432,Song_132,Indie Label,15.4,0.0409,"US,CA,UK",2023-02-15,2024-02-22,250000,0.0326,500.0
C0433,Song_133,Lionsgate,12.0,0.0654,"IN,JP,DE",2023-01-29,2025-01-05,250000,0.0371,750.0
C0434,Song_134,Warner Bros,10.5,0.0713,"US,CA",2023-03-30,2024-04-10,100000,0.0431,200.0
C0435,Song_135,Lionsgate,12.0,0.0292,"IN,BR",2023-12-27,2025-01-13,50000,0.0226,750.0
C0436,Song_136,A24,13.9,0.0442,"US,CA",2023-05-04,2024-11-15,100000,0.0296,500.0
C0437,Song_137,Sony Music,16.5,0.03,US,2023-05-13,2024-02-09,50000,0.0196,200.0
C0438,Song_138,Warner Bros,16.6,0.0288,"US,CA,UK",2023-04-26,2024-05-21,250000,0.019,200.0
C0439,Song_139,Paramount,14.1,0.0521,"JP,DE",2023-03-09,2024-02-29,100000,0.0288,750.0
C0440,Song_140,Netflix Originals,12.6,0.0397,"US,CA,UK",2023-11-26,2025-03-01,50000,0.0259,500.0
C0441,Song_141,Universal,8.1,0.0677,"IN,BR",2023-12-13,2025-11-25,250000,0.0445,500.0
C0442,Song_142,Universal,11.4,0.0309,"UK,FR,AU",2023-11-28,2025-03-11,100000,0.0179,750.0
C0443,Song_143,Paramount,9.9,0.0559,"IN,BR",2023-05-22,2024-08-11,250000,0.0451,200.0
C0444,Song_144,Warner Bros,14.6,0.0562,"US,CA",2023-11-04,2025-06-19,100000,0.0412,500.0
C0445,Song_145,MGM,16.2,0.0616,"JP,DE",2023-07-27,2025-02-23,100000,0.0436,750.0
C0446,Song_146,Netflix Originals,13.1,0.0547,"US,CA,UK",2023-04-24,2025-04-20,50000,0.0371,750.0
C0447,Song_147,Paramount,15.3,0.0168,"UK,FR,AU",2023-04-03,2024-07-26,250000,0.0098,200.0
C0448,Song_148,Paramount,12.2,0.0256,"US,CA,UK",2023-06-21,2024-03-18,100000,0.0156,500.0
C0449,Song_149,Warner Bros,16.7,0.0425,"IN,BR",2023-10-27,2025-02-19,250000,0.0247,750.0
C0450,Song_150,Indie Label,13.3,0.0723,"UK,FR,AU",2023-02-06,2024-11-30,100000,0.0495,200.0
C0451,Song_151,MGM,16.9,0.0795,"IN,JP,DE",2023-03-19,2024-02-02,100000,0.0511,200.0
C0452,Song_152,Sony Music,11.1,0.0441,"IN,BR",2023-04-03,2023-12-21,50000,0.0318,200.0
C0453,Song_153,Sony Music,12.9,0.0633,"JP,DE",2023-05-21,2024-06-18,50000,0.0377,200.0
C0454,Song_154,Indie Label,8.0,0.0382,"UK,FR,AU",2023-08-11,2025-04-21,250000,0.031,200.0
C0455,Song_155,Lionsgate,9.9,0.0724,"US,CA,UK",2023-07-11,2024-01-21,250000,0.0546,200.0
C0456,Song_156,Sony Music,9.0,0.0585,"US,CA,UK",2023-05-08,2024-06-22,250000,0.0376,750.0
C0457,Song_157,Paramount,12.6,0.0677,"IN,BR",2023-03-27,2023-11-28,250000,0.0427,750.0
C0458,Song_158,Netflix Originals,18.0,0.0722,"UK,FR,AU",2023-06-22,2025-03-07,100000,0.0591,500.0
C0459,Song_159,Indie Label,8.2,0.0764,"IN,JP,DE",2023-04-07,2024-03-20,50000,0.061,750.0
C0460,Song_160,Netflix Originals,15.1,0.0513,US,2023-04-19,2023-11-07,50000,0.0306,500.0
C0461,Song_161,Warner Bros,14.6,0.0536,"US,CA,UK",2023-05-11,2025-05-07,250000,0.0381,200.0
C0462,Song_162,Lionsgate,10.5,0.0392,"US,CA",2023-12-20,2024-10-13,250000,0.0256,200.0
C0463,Song_163,Lionsgate,10.7,0.0311,US,2023-12-22,2024-06-28,250000,0.0227,750.0
C0464,Song_164,Paramount,9.1,0.0458,US,2023-08-03,2024-05-16,50000,0.0328,500.0
C0465,Song_165,Disney,11.6,0.0645,US,2023-11-08,2024-11-26,100000,0.05,500.0
C0466,Song_166,A24,11.3,0.0737,US,2023-01-21,2024-12-09,50000,0.0542,200.0
C0467,Song_167,Sony Music,17.5,0.0685,"US,CA,UK",2023-02-15,2023-12-05,250000,0.05,200.0
C0468,Song_168,Paramount,10.6,0.0551,"US,CA,UK",2023-02-21,2024-05-08,50000,0.0371,200.0
C0469,Song_169,Netflix Originals,12.3,0.0697,"IN,JP,DE",2023-03-31,2023-11-06,50000,0.0451,200.0
C0470,Song_170,Sony Music,11.3,0.0696,"IN,JP,DE",2023-01-24,2023-08-01,100000,0.0507,750.0
C0471,Song_171,Indie Label,12.0,0.067,"IN,BR",2023-02-17,2024-08-31,100000,0.0402,500.0
C0472,Song_172,Sony Music,9.1,0.066,"IN,JP,DE",2023-07-17,2025-05-16,250000,0.0479,750.0
C0473,Song_173,MGM,14.8,0.0391,"US,CA",2023-03-23,2024-01-03,50000,0.0277,750.0
C0474,Song_174,Sony Music,12.8,0.0704,"JP,DE",2023-07-03,2024-01-28,100000,0.0554,200.0
C0475,Song_175,Warner Bros,15.0,0.0144,"JP,DE",2023-08-14,2024-03-28,250000,0.0105,750.0
C0476,Song_176,Netflix Originals,13.2,0.0785,"IN,JP,DE",2023-10-23,2024-12-05,250000,0.0574,750.0
C0477,Song_177,Netflix Originals,14.6,0.0563,"UK,FR,AU",2023-02-18,2024-11-02,250000,0.0347,500.0
C0478,Song_178,Lionsgate,16.5,0.0108,US,2023-10-13,2024-06-04,100000,0.0087,200.0
C0479,Song_179,Warner Bros,13.1,0.0269,"US,CA",2023-09-09,2025-01-29,250000,0.0218,750.0
C0480,Song_180,MGM,12.5,0.0155,"JP,DE",2023-07-26,2024-09-18,100000,0.0104,500.0
C0481,Song_181,Indie Label,12.1,0.0622,"IN,BR",2023-03-02,2025-01-19,250000,0.0345,750.0
C0482,Song_182,A24,17.5,0.0723,"US,CA",2023-02-16,2024-06-21,100000,0.0507,200.0
C0483,Song_183,MGM,12.7,0.0332,"IN,JP,DE",2023-04-25,2025-01-29,250000,0.0251,500.0
C0484,Song_184,Warner Bros,11.4,0.0168,"US,CA,UK",2023-08-20,2024-06-11,250000,0.0122,500.0
